annual_inc,home_ownership,int_rate
90000,MORTGAGE,.1333
92000,MORTGAGE,.0532
215000,RENT,.0726
10000,RENT,.1399
60000,MORTGAGE,.0818
30000,RENT,.2399
72000,MORTGAGE,.0689
80000,MORTGAGE,.0789
48000,RENT,.1655
90000,MORTGAGE,.1099
98292,OWN,.0917
40000,RENT,.1399
50000,RENT,.0789
85000,MORTGAGE,.0689
55000,MORTGAGE,.0624
25000,RENT,.2199
72000,MORTGAGE,.1757
52400,RENT,.1655
47590,RENT,.1099
40000,RENT,.0917
45000,RENT,.1699
25000,RENT,.1699
43000,RENT,.1855
70000,RENT,.1999
40000,RENT,.1229
40000,RENT,.1699
84700,RENT,.0624
19000,MORTGAGE,.2099
45432,MORTGAGE,.2299
40000,MORTGAGE,.0999
34000,MORTGAGE,.0818
65000,MORTGAGE,.1757
85000,RENT,.1153
40000,RENT,.0789
28000,RENT,.1399
88000,RENT,.1465
46000,OWN,.1699
31000,RENT,.0789
40000,RENT,.0624
38000,RENT,.0999
70000,MORTGAGE,.1465
50000,RENT,.0726
65000,RENT,.1999
60000,OWN,.1153
35000,MORTGAGE,.0818
62000,RENT,.1269
70000,RENT,.0917
40000,MORTGAGE,.0726
40000,MORTGAGE,.1999
95000,MORTGAGE,.0999
90000,MORTGAGE,.0999
88278,MORTGAGE,.1465
40000,RENT,.1655
55000,MORTGAGE,.0726
64000,RENT,.1699
37500,RENT,.0532
61000,MORTGAGE,.1699
84000,MORTGAGE,.0789
63000,MORTGAGE,.0532
58000,MORTGAGE,.2099
91396,MORTGAGE,.0999
720000,OWN,.1399
36000,RENT,.1099
55000,RENT,.1269
94000,RENT,.1825
49000,RENT,.1465
70000,RENT,.1333
120000,MORTGAGE,.1153
75000,MORTGAGE,.1269
54000,MORTGAGE,.1399
39000,MORTGAGE,.1333
45000,MORTGAGE,.0624
68000,MORTGAGE,.1465
58000,RENT,.0818
50000,MORTGAGE,.0818
33000,OWN,.1786
85000,MORTGAGE,.0999
64000,OWN,.1757
86021,MORTGAGE,.1399
60000,RENT,.0917
60000,MORTGAGE,.0818
98000,MORTGAGE,.0789
64000,MORTGAGE,.0999
115000,OWN,.0532
50000,RENT,.1465
80000,MORTGAGE,.0917
115000,MORTGAGE,.1229
110000,MORTGAGE,.0999
39000,OWN,.1465
55000,RENT,.0917
170000,OWN,.0818
93000,MORTGAGE,.1333
100000,RENT,.0689
70000,MORTGAGE,.2499
65000,RENT,.0818
52000,RENT,.1655
115000,MORTGAGE,.0789
63500,RENT,.1153
65000,RENT,.0999
69000,MORTGAGE,.0818
68000,RENT,.1153
70000,MORTGAGE,.0624
63500,MORTGAGE,.0818
80000,MORTGAGE,.0726
70000,RENT,.1333
70000,OWN,.0999
42000,RENT,.1757
112000,RENT,.0818
140000,MORTGAGE,.1099
38000,RENT,.1229
43000,RENT,.1561
115400,MORTGAGE,.0818
125000,RENT,.0689
100000,RENT,.0818
28000,RENT,.1229
56000,RENT,.1333
90000,RENT,.0818
70000,RENT,.1333
110000,MORTGAGE,.0726
98000,RENT,.1699
92268,MORTGAGE,.1333
52000,OWN,.1757
160000,MORTGAGE,.0689
70800,MORTGAGE,.1229
79000,RENT,.0818
54000,OWN,.1699
72000,MORTGAGE,.0818
105000,OWN,.1399
32000,RENT,.1399
45000,OWN,.1099
92000,MORTGAGE,.1465
44000,MORTGAGE,.1465
32789.76,OWN,.1099
30000,MORTGAGE,.1919
110000,MORTGAGE,.0818
25200,MORTGAGE,.0689
55000,RENT,.1825
49000,RENT,.1153
55000,MORTGAGE,.0726
45000,RENT,.0624
42000,MORTGAGE,.0789
53000,RENT,.0532
123000,OWN,.1399
51000,RENT,.1699
66000,MORTGAGE,.0689
55000,OWN,.1333
350000,RENT,.1229
48000,RENT,.1153
33688,OWN,.1399
43000,MORTGAGE,.1757
85000,RENT,.0999
70000,RENT,.0532
59218,RENT,.0726
200000,MORTGAGE,.0689
46000,RENT,.1399
50000,RENT,.0818
42000,MORTGAGE,.1099
65000,MORTGAGE,.1099
55000,MORTGAGE,.1269
235000,OWN,.1561
35000,RENT,.1269
45000,MORTGAGE,.0818
19000,MORTGAGE,.1655
52107,MORTGAGE,.1399
60000,MORTGAGE,.0726
45000,MORTGAGE,.1655
42000,MORTGAGE,.1655
39000,RENT,.1399
45000,RENT,.1269
41600,MORTGAGE,.0818
50000,MORTGAGE,.1099
45000,MORTGAGE,.1269
55000,MORTGAGE,.0818
50600,RENT,.1153
50000,RENT,.0789
40000,RENT,.0689
158000,OWN,.1269
105000,MORTGAGE,.0818
43500,RENT,.1855
49000,RENT,.0689
35000,RENT,.1399
47000,RENT,.0726
108000,MORTGAGE,.0917
43000,RENT,.1655
300000,MORTGAGE,.0999
54000,RENT,.1699
40000,MORTGAGE,.0789
20000,RENT,.0999
90000,MORTGAGE,.1099
64000,RENT,.1399
32000,RENT,.0689
60000,MORTGAGE,.1269
60000,MORTGAGE,.0532
28000,RENT,.1561
80000,RENT,.1333
52000,MORTGAGE,.1153
20000,RENT,.1333
56680,MORTGAGE,.1999
80000,OWN,.0917
65000,MORTGAGE,.1333
30192.22,RENT,.1399
28080,RENT,.1269
95000,RENT,.1099
28000,RENT,.1153
71750,MORTGAGE,.1099
52000,RENT,.0532
50000,OWN,.1561
90000,RENT,.2299
105000,RENT,.0818
68250,OWN,.1399
47000,MORTGAGE,.2299
67000,MORTGAGE,.0624
41600,OWN,.2299
63000,RENT,.1099
70000,MORTGAGE,.1855
44000,MORTGAGE,.0999
50000,MORTGAGE,.0917
55000,MORTGAGE,.0818
111000,RENT,.0917
59000,MORTGAGE,.0789
160000,MORTGAGE,.0624
58000,MORTGAGE,.1465
64000,MORTGAGE,.1229
75000,OWN,.1786
86201,RENT,.1757
30000,OWN,.0917
60000,RENT,.1465
41000,RENT,.0818
32000,RENT,.0917
44000,MORTGAGE,.1333
30000,RENT,.1399
130000,MORTGAGE,.1099
44000,RENT,.1699
80000,MORTGAGE,.0818
132000,MORTGAGE,.1655
27000,RENT,.1465
60000,MORTGAGE,.0789
118000,MORTGAGE,.1699
38000,MORTGAGE,.1825
43900,MORTGAGE,.1099
24000,RENT,.1333
92000,RENT,.1919
62000,MORTGAGE,.1855
99000,RENT,.0917
78000,MORTGAGE,.0532
200000,MORTGAGE,.1229
36000,RENT,.1399
31000,MORTGAGE,.2099
100000,OWN,.1855
81500,MORTGAGE,.0726
40000,RENT,.0999
45000,MORTGAGE,.1757
70000,MORTGAGE,.2299
35000,RENT,.1153
210000,OWN,.0532
65000,MORTGAGE,.1999
140000,RENT,.1399
25000,RENT,.1786
48000,RENT,.1333
100000,MORTGAGE,.0818
38000,OWN,.0917
63000,MORTGAGE,.1153
72000,RENT,.1561
29720,RENT,.1919
70000,MORTGAGE,.1465
63354,MORTGAGE,.1465
32000,RENT,.1153
49440,MORTGAGE,.0789
225000,MORTGAGE,.1919
66000,MORTGAGE,.0689
90000,RENT,.1465
75000,MORTGAGE,.1153
100000,RENT,.0999
72000,RENT,.0999
113500,MORTGAGE,.1465
39000,OWN,.1333
110300,MORTGAGE,.1399
110000,MORTGAGE,.0917
65000,MORTGAGE,.0726
105000,MORTGAGE,.1465
65000,RENT,.2199
28000,RENT,.2399
86000,RENT,.0917
34000,MORTGAGE,.1333
118000,MORTGAGE,.1269
100000,MORTGAGE,.0818
80000,RENT,.1229
52000,RENT,.0917
40000,RENT,.0726
43000,RENT,.1333
45000,RENT,.1269
61000,RENT,.0917
190000,MORTGAGE,.1399
41400,RENT,.1465
82500,MORTGAGE,.0818
56000,RENT,.1229
35000,RENT,.0789
46000,MORTGAGE,.1919
70000,MORTGAGE,.0818
62500,RENT,.1269
114000,RENT,.1229
56000,MORTGAGE,.0789
72000,MORTGAGE,.0726
86000,RENT,.1229
48000,RENT,.1269
90000,MORTGAGE,.0818
48000,RENT,.1999
28000,MORTGAGE,.1269
155000,MORTGAGE,.0999
87000,OWN,.0624
24483,RENT,.0532
48000,RENT,.1269
68000,MORTGAGE,.1099
41000,RENT,.1269
34125,MORTGAGE,.1655
33000,RENT,.2731
191734,MORTGAGE,.1153
170000,OWN,.0917
57987,RENT,.1825
42000,RENT,.1153
50000,RENT,.0999
55000,MORTGAGE,.1919
40000,RENT,.1399
62000,RENT,.1333
150000,OWN,.1757
57000,RENT,.1465
60000,MORTGAGE,.0789
46000,MORTGAGE,.1269
45000,RENT,.1229
60000,OWN,.0532
50000,RENT,.1655
55000,MORTGAGE,.0689
94871,RENT,.1855
91620,OWN,.0917
90000,MORTGAGE,.0624
84000,RENT,.0818
108000,MORTGAGE,.1999
37000,MORTGAGE,.1229
48000,RENT,.1099
40000,OWN,.1699
141000,RENT,.0789
175000,MORTGAGE,.0999
100000,MORTGAGE,.0789
59294,OWN,.0726
55000,RENT,.1561
43200,MORTGAGE,.0689
105000,RENT,.0818
80000,MORTGAGE,.1099
52700,MORTGAGE,.1333
75000,MORTGAGE,.1399
112000,MORTGAGE,.1757
92000,MORTGAGE,.2399
200000,RENT,.1655
91050,MORTGAGE,.0917
72000,MORTGAGE,.1655
106000,MORTGAGE,.0917
62000,MORTGAGE,.0689
22000,RENT,.2499
70000,MORTGAGE,.1561
50000,RENT,.1099
30000,RENT,.1825
55000,MORTGAGE,.1399
70000,RENT,.1229
65000,MORTGAGE,.1153
49700,RENT,.1269
45000,MORTGAGE,.1757
62000,MORTGAGE,.0917
51000,RENT,.1333
80000,RENT,.0726
50400,RENT,.0532
26000,RENT,.0789
96000,RENT,.0999
64000,MORTGAGE,.1333
140000,RENT,.1153
38000,OWN,.1099
92000,OWN,.1229
120000,MORTGAGE,.0789
62500,RENT,.1855
96000,RENT,.1757
105000,RENT,.0789
70000,MORTGAGE,.0532
75000,RENT,.0818
67000,MORTGAGE,.0917
180000,MORTGAGE,.0999
70000,MORTGAGE,.2299
43000,RENT,.1099
79000,MORTGAGE,.0689
75000,MORTGAGE,.1399
80000,MORTGAGE,.1699
135000,MORTGAGE,.0818
122000,MORTGAGE,.1229
34000,MORTGAGE,.1919
161000,RENT,.0789
75000,RENT,.1757
43000,RENT,.1399
28000,MORTGAGE,.1465
65000,RENT,.1153
90000,MORTGAGE,.0726
135000,MORTGAGE,.1465
50000,RENT,.0789
40248,OWN,.2399
155000,OWN,.1229
90000,MORTGAGE,.1699
62000,MORTGAGE,.1919
70000,MORTGAGE,.1465
60000,OWN,.1399
107000,RENT,.0818
34000,RENT,.1465
76000,MORTGAGE,.0624
60000,RENT,.1655
72000,MORTGAGE,.1757
54000,RENT,.1757
41852,RENT,.0789
62400,MORTGAGE,.0818
38000,RENT,.0999
115500,MORTGAGE,.0917
53000,RENT,.1465
38000,RENT,.1825
65000,MORTGAGE,.0726
200000,MORTGAGE,.1399
50000,MORTGAGE,.1153
64000,RENT,.1153
125000,MORTGAGE,.0624
19500,OWN,.0789
124000,RENT,.1757
54000,RENT,.1269
85000,MORTGAGE,.0818
161000,RENT,.1153
26500,RENT,.1269
78000,RENT,.1655
74800,MORTGAGE,.1099
40000,RENT,.1269
65000,MORTGAGE,.1561
65000,RENT,.0999
60000,RENT,.1229
82000,MORTGAGE,.1561
70000,MORTGAGE,.0999
65000,RENT,.0789
118000,RENT,.1333
48000,OWN,.0818
117352,MORTGAGE,.0689
50000,OWN,.1465
52034,RENT,.1561
92000,MORTGAGE,.1099
57000,RENT,.1269
70000,MORTGAGE,.0789
65000,MORTGAGE,.0689
70000,OWN,.1399
51000,MORTGAGE,.1269
49450,MORTGAGE,.1229
81900,MORTGAGE,.1399
60000,MORTGAGE,.1561
65000,RENT,.1919
150000,MORTGAGE,.1561
50400,MORTGAGE,.1229
61000,RENT,.1229
80000,RENT,.0818
48000,OWN,.0789
20000,RENT,.1699
58000,MORTGAGE,.2299
93418,MORTGAGE,.1229
95000,MORTGAGE,.0624
46360,RENT,.1229
62000,RENT,.1333
63000,RENT,.1399
103000,RENT,.1153
100000,MORTGAGE,.0999
34000,RENT,.1757
20280,RENT,.1465
70000,MORTGAGE,.0532
400000,MORTGAGE,.0999
110000,MORTGAGE,.0789
94000,RENT,.1399
65000,MORTGAGE,.0624
85000,OWN,.0689
58000,RENT,.1229
84000,OWN,.0818
107000,MORTGAGE,.1333
100000,RENT,.1333
76622,MORTGAGE,.2399
75000,MORTGAGE,.1099
49000,OWN,.0917
27500,OWN,.1757
55000,MORTGAGE,.0726
60100,MORTGAGE,.0624
45000,MORTGAGE,.0818
71000,MORTGAGE,.1399
48000,RENT,.1333
127000,MORTGAGE,.1561
40679,MORTGAGE,.1153
60000,MORTGAGE,.1465
60000,MORTGAGE,.1919
80000,MORTGAGE,.0532
45000,RENT,.0789
95000,MORTGAGE,.1919
30000,OWN,.0818
58000,MORTGAGE,.0726
72000,RENT,.0917
40000,RENT,.1825
76000,MORTGAGE,.1465
80000,MORTGAGE,.2299
48000,MORTGAGE,.1269
34800,RENT,.1333
78000,MORTGAGE,.0818
43000,MORTGAGE,.0999
45000,RENT,.1229
74000,MORTGAGE,.0624
42000,RENT,.1399
100000,MORTGAGE,.0689
110000,MORTGAGE,.0818
81328,MORTGAGE,.1825
82000,RENT,.1153
81000,MORTGAGE,.0532
72000,RENT,.1757
100000,OWN,.2299
102000,OWN,.0532
75300,RENT,.0818
78000,OWN,.1561
55000,MORTGAGE,.1229
86000,MORTGAGE,.1855
95000,MORTGAGE,.1153
107900,RENT,.1153
70000,MORTGAGE,.1465
72000,MORTGAGE,.0999
36000,OWN,.0999
55000,RENT,.0818
30000,MORTGAGE,.0789
80000,RENT,.1465
46000,RENT,.1399
63000,OWN,.1561
115144,MORTGAGE,.0532
95000,MORTGAGE,.0789
53040,RENT,.1855
63440,RENT,.0999
100000,MORTGAGE,.0999
65000,OWN,.1269
76380,MORTGAGE,.1699
60000,RENT,.0689
144000,RENT,.0818
30000,RENT,.1465
94736,MORTGAGE,.0999
76000,RENT,.1757
77700,RENT,.0689
75000,MORTGAGE,.1399
85000,MORTGAGE,.1757
50000,MORTGAGE,.1333
45000,RENT,.1699
50000,MORTGAGE,.1099
107000,MORTGAGE,.1269
88000,RENT,.1333
15900,RENT,.1655
50000,MORTGAGE,.1229
103000,MORTGAGE,.1757
33000,OWN,.1655
98500,MORTGAGE,.1099
43000,MORTGAGE,.1333
87000,MORTGAGE,.1786
43500,MORTGAGE,.1561
75000,OWN,.1855
49000,MORTGAGE,.1269
20000,RENT,.1699
275000,RENT,.1399
60000,MORTGAGE,.1465
45000,RENT,.1699
65000,OWN,.1786
155000,RENT,.1465
78000,RENT,.1269
65000,RENT,.1229
51000,MORTGAGE,.1855
70000,MORTGAGE,.1825
92000,MORTGAGE,.1333
46000,MORTGAGE,.1699
56000,RENT,.1699
85000,MORTGAGE,.1229
75000,RENT,.0917
70000,OWN,.0999
100000,MORTGAGE,.0532
42000,MORTGAGE,.1333
107902.08,MORTGAGE,.0818
60000,RENT,.1757
75000,MORTGAGE,.0789
52000,RENT,.1825
103000,MORTGAGE,.1561
55000,MORTGAGE,.1399
100000,RENT,.0789
31000,MORTGAGE,.1699
48000,MORTGAGE,.1855
43000,RENT,.1229
106000,MORTGAGE,.1699
152000,MORTGAGE,.1399
60000,MORTGAGE,.0818
64000,MORTGAGE,.1699
52500,RENT,.1229
41870.3,MORTGAGE,.1786
60000,RENT,.1999
60000,MORTGAGE,.0532
72000,RENT,.1333
96000,MORTGAGE,.0999
102000,MORTGAGE,.1399
102000,MORTGAGE,.1757
50000,MORTGAGE,.1825
64000,MORTGAGE,.1786
80000,RENT,.1099
118000,MORTGAGE,.1153
17000,MORTGAGE,.1153
28000,RENT,.1757
50000,MORTGAGE,.0999
50958,MORTGAGE,.0999
60000,RENT,.1269
83000,MORTGAGE,.1655
50000,RENT,.1099
64000,MORTGAGE,.1333
55000,MORTGAGE,.1919
54000,RENT,.0818
70000,MORTGAGE,.1561
42000,MORTGAGE,.1465
45000,RENT,.1099
72716,RENT,.2578
122000,MORTGAGE,.1465
28000,OWN,.0789
74000,MORTGAGE,.1561
67500,MORTGAGE,.1999
40300,MORTGAGE,.1099
181820,OWN,.1269
101000,MORTGAGE,.0917
55000,RENT,.1333
48000,OWN,.0999
45000,MORTGAGE,.1229
50000,RENT,.1919
65000,OWN,.0818
101000,MORTGAGE,.0818
77000,MORTGAGE,.1229
150000,MORTGAGE,.1269
130000,OWN,.1999
312000,MORTGAGE,.0689
43000,MORTGAGE,.1561
83600,RENT,.0999
80000,RENT,.1099
91900,MORTGAGE,.0818
125000,MORTGAGE,.0726
67250,OWN,.1825
65000,RENT,.1269
220000,RENT,.0917
124000,MORTGAGE,.1269
75000,OWN,.1855
65000,OWN,.1269
50000,RENT,.1655
42000,RENT,.0917
105000,MORTGAGE,.1099
37000,MORTGAGE,.2399
62000,RENT,.1919
120000,RENT,.1757
35000,RENT,.1655
60000,MORTGAGE,.0818
30000,RENT,.1229
35000,OWN,.1153
310000,MORTGAGE,.1269
37000,MORTGAGE,.1269
65000,RENT,.1099
90000,MORTGAGE,.0532
75000,RENT,.0789
35000,RENT,.1786
78000,OWN,.0789
82000,RENT,.0726
26000,RENT,.0917
42000,RENT,.1153
78900,MORTGAGE,.1855
163200,RENT,.1399
134000,OWN,.2099
100000,OWN,.1229
80000,RENT,.1099
70000,RENT,.1153
90000,RENT,.1099
21000,RENT,.0999
45000,MORTGAGE,.0726
35000,MORTGAGE,.1269
35000,RENT,.1229
105000,MORTGAGE,.0917
50000,MORTGAGE,.2499
45000,MORTGAGE,.1333
40000,RENT,.1561
67263,RENT,.1099
100000,RENT,.2099
100667,MORTGAGE,.1153
67800,MORTGAGE,.0689
65000,MORTGAGE,.1399
50000,MORTGAGE,.1561
230000,MORTGAGE,.0624
67502,MORTGAGE,.1399
58000,RENT,.1999
105000,MORTGAGE,.0999
196000,MORTGAGE,.1655
48000,RENT,.0624
59696,MORTGAGE,.1561
42000,MORTGAGE,.1399
128000,MORTGAGE,.0917
52000,MORTGAGE,.0789
65000,MORTGAGE,.1153
109000,RENT,.0917
84000,MORTGAGE,.0532
84263,MORTGAGE,.1269
65000,RENT,.1229
52000,MORTGAGE,.1333
46000,MORTGAGE,.1229
87000,RENT,.1269
220000,RENT,.1153
70000,MORTGAGE,.1399
85000,MORTGAGE,.0917
77000,RENT,.1399
100000,MORTGAGE,.1333
52000,RENT,.1655
45000,MORTGAGE,.0999
70000,MORTGAGE,.0999
125000,MORTGAGE,.1399
145000,MORTGAGE,.1655
110000,MORTGAGE,.1099
40000,RENT,.0917
63000,MORTGAGE,.1229
135000,OWN,.1229
330000,MORTGAGE,.0818
160000,MORTGAGE,.1153
86450,MORTGAGE,.1699
41000,MORTGAGE,.1269
74000,RENT,.1465
20000,OWN,.1561
120000,MORTGAGE,.1229
53400,MORTGAGE,.1999
250000,MORTGAGE,.0689
56000,MORTGAGE,.1153
90000,MORTGAGE,.0789
35000,OWN,.1333
160000,RENT,.0624
42999,RENT,.1229
50000,RENT,.1099
45000,RENT,.1655
58000,RENT,.1465
66780,MORTGAGE,.1825
71000,MORTGAGE,.0726
65000,RENT,.1333
45000,OWN,.0689
105000,MORTGAGE,.1465
130000,RENT,.0532
79000,OWN,.1229
209000,MORTGAGE,.0999
70000,MORTGAGE,.1465
250000,MORTGAGE,.1269
34000,MORTGAGE,.0818
65000,MORTGAGE,.0818
79500,RENT,.1399
110000,OWN,.1919
38300,MORTGAGE,.1099
34000,MORTGAGE,.1655
26580,RENT,.1786
28201,RENT,.1269
50000,MORTGAGE,.1333
55000,RENT,.1699
40000,MORTGAGE,.0689
50000,RENT,.1699
130000,MORTGAGE,.0624
96900,MORTGAGE,.1999
45000,MORTGAGE,.1229
250000,OWN,.1099
42000,RENT,.2099
60000,RENT,.1655
115000,MORTGAGE,.1153
83000,MORTGAGE,.0818
103680,MORTGAGE,.0818
57000,MORTGAGE,.0789
72000,RENT,.2099
17000,MORTGAGE,.1825
272000,MORTGAGE,.1153
63000,MORTGAGE,.1153
124500,MORTGAGE,.1269
45000,RENT,.1399
65000,MORTGAGE,.0532
75000,MORTGAGE,.1153
42000,RENT,.0818
81150,MORTGAGE,.0789
30000,MORTGAGE,.1919
84000,OWN,.0726
82000,MORTGAGE,.0818
180000,MORTGAGE,.0689
45000,RENT,.1099
40000,RENT,.1655
50000,RENT,.1465
46903,OWN,.1099
80000,MORTGAGE,.1099
37000,OWN,.0999
200000,RENT,.0818
80000,MORTGAGE,.0999
85000,OWN,.1465
46000,MORTGAGE,.0789
110000,RENT,.1269
99000,RENT,.1333
42000,RENT,.1655
60000,MORTGAGE,.1099
62000,RENT,.1399
62000,MORTGAGE,.1269
50000,MORTGAGE,.0789
74000,MORTGAGE,.0689
88000,MORTGAGE,.1153
86000,MORTGAGE,.1561
77000,RENT,.1465
153000,MORTGAGE,.0818
60000,MORTGAGE,.0999
56000,RENT,.0999
85000,MORTGAGE,.1269
52000,RENT,.1465
100000,OWN,.0917
51000,RENT,.1561
120000,OWN,.0789
40000,MORTGAGE,.0726
200000,MORTGAGE,.1399
171500,MORTGAGE,.0917
25000,RENT,.0818
190000,OWN,.0789
78000,RENT,.0624
14400,RENT,.1399
39480,RENT,.1757
60100,MORTGAGE,.1269
40000,MORTGAGE,.1333
110000,MORTGAGE,.1655
25000,RENT,.1269
150000,MORTGAGE,.1399
75000,RENT,.1561
35000,RENT,.0917
82000,RENT,.0532
55000,RENT,.0532
60000,RENT,.1399
68000,MORTGAGE,.1269
50000,MORTGAGE,.2099
90000,OWN,.1399
110000,MORTGAGE,.0689
55000,MORTGAGE,.1229
86000,MORTGAGE,.1757
105000,MORTGAGE,.1153
65000,MORTGAGE,.1786
48000,RENT,.1099
65000,OWN,.0789
90000,OWN,.1999
40000,MORTGAGE,.0689
60000,RENT,.1399
39000,RENT,.1269
130000,MORTGAGE,.0917
28000,MORTGAGE,.0999
104000,MORTGAGE,.0917
60000,OWN,.1099
72000,MORTGAGE,.1269
50000,MORTGAGE,.1561
45000,MORTGAGE,.1333
18000,RENT,.1825
54000,RENT,.1757
105000,MORTGAGE,.2099
21000,RENT,.1465
70000,RENT,.1333
60000,RENT,.1333
65000,MORTGAGE,.2099
35500,RENT,.1099
31000,MORTGAGE,.1153
75000,MORTGAGE,.0726
50000,RENT,.0789
90000,MORTGAGE,.1855
72041,RENT,.0999
70000,RENT,.1099
55686,RENT,.1399
133000,MORTGAGE,.1757
80000,MORTGAGE,.1399
95000,MORTGAGE,.0689
120000,MORTGAGE,.1269
140000,MORTGAGE,.0818
42000,MORTGAGE,.0789
35000,RENT,.1153
68105.52,MORTGAGE,.1655
55000,MORTGAGE,.1269
85000,MORTGAGE,.0818
60000,MORTGAGE,.0818
70000,MORTGAGE,.0624
44000,RENT,.1269
27000,RENT,.0726
46800,MORTGAGE,.1465
85000,MORTGAGE,.0917
85500,RENT,.0789
16000,RENT,.1333
95000,RENT,.1465
62000,OWN,.1099
30000,RENT,.0624
80000,MORTGAGE,.1399
49000,MORTGAGE,.1561
108800,MORTGAGE,.1919
71000,RENT,.0917
40000,RENT,.2499
300000,RENT,.0999
30000,RENT,.1465
92000,RENT,.0532
44000,RENT,.0818
45000,RENT,.1465
85000,RENT,.0917
39000,MORTGAGE,.0818
70000,OWN,.1786
77000,MORTGAGE,.0789
50000,RENT,.2299
290000,MORTGAGE,.0917
70000,MORTGAGE,.1399
62000,RENT,.1099
100000,RENT,.1561
30305,MORTGAGE,.1855
71500,RENT,.2499
51000,RENT,.0532
81000,OWN,.1099
53000,RENT,.0532
50000,MORTGAGE,.1655
91000,MORTGAGE,.1399
140000,MORTGAGE,.1269
54000,MORTGAGE,.1153
49000,RENT,.1399
90000,MORTGAGE,.1153
50000,MORTGAGE,.1333
127000,MORTGAGE,.0999
70000,MORTGAGE,.1855
54000,RENT,.1333
87600,RENT,.0999
90000,RENT,.1699
27000,RENT,.1229
50000,RENT,.1153
55000,RENT,.1919
65000,RENT,.1333
34000,MORTGAGE,.1269
34278,RENT,.0818
76000,RENT,.1399
54000,RENT,.2199
88728.38,MORTGAGE,.0818
54000,MORTGAGE,.2399
65000,MORTGAGE,.1919
74000,OWN,.0999
54000,MORTGAGE,.2499
43000,RENT,.1153
56000,MORTGAGE,.1825
140000,RENT,.0789
54000,OWN,.1399
60000,MORTGAGE,.1099
46000,MORTGAGE,.0999
74000,OWN,.1786
34500,OWN,.1153
28500,RENT,.1699
58000,RENT,.0999
34899,OWN,.1786
70000,RENT,.1757
35000,MORTGAGE,.1153
85000,MORTGAGE,.1153
220000,MORTGAGE,.0689
50000,RENT,.1919
135000,MORTGAGE,.1153
60000,MORTGAGE,.0917
38000,RENT,.1269
44000,RENT,.1465
51281.64,OWN,.1399
60000,RENT,.0999
32000,MORTGAGE,.1333
24500,RENT,.1561
110000,RENT,.1153
71760,MORTGAGE,.1757
70000,MORTGAGE,.1825
105000,OWN,.1757
62000,MORTGAGE,.0689
68000,MORTGAGE,.1999
68000,RENT,.0818
80000,RENT,.1099
39000,OWN,.1333
120000,MORTGAGE,.0917
68000,RENT,.1561
50000,RENT,.1855
80000,MORTGAGE,.1269
40000,RENT,.1825
60000,MORTGAGE,.1919
65000,RENT,.1229
62400,RENT,.1919
46350,MORTGAGE,.1561
47000,RENT,.1699
154000,RENT,.0999
500000,RENT,.1465
90000,MORTGAGE,.1229
75000,RENT,.1399
65000,MORTGAGE,.1229
80000,RENT,.0818
62000,RENT,.1561
50000,RENT,.2788
45000,MORTGAGE,.1561
48500,RENT,.1786
74000,MORTGAGE,.0532
71000,MORTGAGE,.1153
28500,RENT,.1825
98000,RENT,.1269
111528,MORTGAGE,.0689
95000,MORTGAGE,.0999
45000,RENT,.1333
35000,RENT,.1399
20160,RENT,.0532
70000,MORTGAGE,.1561
68000,MORTGAGE,.2099
110000,MORTGAGE,.1229
58500,OWN,.1099
104000,MORTGAGE,.1465
28000,RENT,.1786
55000,MORTGAGE,.1333
45000,RENT,.1229
65000,RENT,.1561
83200,RENT,.1561
70000,MORTGAGE,.1699
24960,RENT,.1825
130000,OWN,.0999
85000,MORTGAGE,.1153
110000,RENT,.1919
104000,MORTGAGE,.0689
35000,RENT,.1229
45000,OWN,.1399
56000,MORTGAGE,.0917
120000,RENT,.0818
65000,OWN,.1399
54000,RENT,.1229
39000,RENT,.1655
32000,RENT,.0999
52000,RENT,.0818
29000,RENT,.1561
50000,OWN,.2399
95000,MORTGAGE,.0818
50000,RENT,.1333
52000,MORTGAGE,.1465
72000,MORTGAGE,.0818
93000,RENT,.0789
85000,MORTGAGE,.0532
36000,RENT,.1269
83000,MORTGAGE,.0689
63500,RENT,.1465
37000,MORTGAGE,.1855
105000,MORTGAGE,.1399
50000,MORTGAGE,.1269
56000,RENT,.1153
170000,MORTGAGE,.0917
36000,RENT,.1229
65000,MORTGAGE,.0818
105000,RENT,.0818
52000,RENT,.1465
90000,MORTGAGE,.1399
70000,MORTGAGE,.1399
50000,MORTGAGE,.1099
80000,MORTGAGE,.0818
21000,RENT,.1655
70000,RENT,.1399
100000,RENT,.1399
40000,MORTGAGE,.0624
80000,MORTGAGE,.0917
50000,RENT,.1153
23400,MORTGAGE,.0917
105000,MORTGAGE,.2299
85000,MORTGAGE,.0532
107000,MORTGAGE,.1269
100000,OWN,.1561
36000,MORTGAGE,.0999
45000,RENT,.0689
88000,RENT,.0789
72000,RENT,.1153
24500,OWN,.1269
75000,MORTGAGE,.0624
27000,MORTGAGE,.1153
65000,OWN,.1153
60000,MORTGAGE,.0999
51236,RENT,.0624
90000,MORTGAGE,.1825
65000,MORTGAGE,.1099
97000,RENT,.0624
87000,MORTGAGE,.1099
95000,MORTGAGE,.0999
82000,RENT,.1229
87000,RENT,.1229
25000,RENT,.1229
27500,RENT,.0999
30000,RENT,.2578
71000,RENT,.1919
75839.27,MORTGAGE,.0917
