Amount.Requested,Amount.Requested,Amount.Funded.By.Investors,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score,Interest.Rate
68991,21000,21000,60,other,16.40%,TX,MORTGAGE,8833.33,700-704,11,29293,0,1 year,700,0.1849
75034,24575,24575,36,debt_consolidation,19.60%,GA,MORTGAGE,5250,695-699,8,20858,2,10+ years,695,0.1629
4532,5000,4900,36,other,14.40%,OH,RENT,5166.67,750-754,8,15489,1,10+ years,750,0.0774
67649,20000,20000,36,debt_consolidation,23.59%,MI,MORTGAGE,5833.33,680-684,14,12696,1,< 1 year,680,0.1629
34983,13250,13250,36,debt_consolidation,28.64%,IL,MORTGAGE,5750,750-754,12,7174,3,8 years,750,0.0662
4168,10000,9975,36,major_purchase,2.85%,PA,MORTGAGE,10167,790-794,9,16,3,10+ years,790,0.0859
13020,20000,19950,36,debt_consolidation,11.37%,NY,RENT,8416.67,740-744,10,12283,0,3 years,740,0.1075
28402,10000,10000,36,debt_consolidation,13.58%,FL,MORTGAGE,4166.67,715-719,8,8455,0,10+ years,715,0.0849
82112,12000,12000,36,debt_consolidation,14.66%,FL,MORTGAGE,5000,710-714,11,13235,2,2 years,710,0.1212
74368,8000,7950,36,home_improvement,12.54%,IL,MORTGAGE,3500,725-729,8,6834,2,5 years,725,0.079
5838,11000,10950,36,credit_card,22.38%,AK,MORTGAGE,4200,760-764,6,8694,4,7 years,760,0.0894
24085,12500,12425,36,debt_consolidation,14.07%,MD,RENT,8237.5,730-734,15,13261,0,6 years,730,0.0749
102519,7500,0,36,credit_card,11.41%,AL,MORTGAGE,3750,685-689,15,5148,7,6 years,685,0.1103
85220,4825,4825,36,debt_consolidation,14.89%,UT,RENT,2400,705-709,14,6109,1,1 year,705,0.1016
29422,7550,7550,36,other,21.94%,AL,RENT,2880,670-674,2,1989,1,8 years,670,0.1689
12751,8000,7827.03,36,other,20.35%,NY,RENT,4000,675-679,7,2082,0,4 years,675,0.1435
96028,6000,6000,36,debt_consolidation,15.72%,KS,RENT,5083.33,670-674,11,10373,0,4 years,670,0.1409
104202,8000,8000,60,major_purchase,2.38%,IL,RENT,5291.67,700-704,4,1252,6,5 years,700,0.1557
10096,3000,3000,36,debt_consolidation,24.20%,IL,MORTGAGE,5000,665-669,6,5527,1,5 years,665,0.1459
51445,8000,7997.79,36,debt_consolidation,15.76%,NY,RENT,3750,665-669,8,7374,1,6 years,665,0.1629
30184,8400,8400,36,credit_card,8.70%,TX,OWN,3000,750-754,6,6215,0,2 years,750,0.0599
48402,35000,35000,36,medical,12.20%,MA,MORTGAGE,14166.67,720-724,7,103354,0,8 years,720,0.1465
50781,15000,15000,36,credit_card,21.54%,NY,OWN,5000,730-734,8,21555,0,2 years,730,0.079
8378,7500,7475,36,home_improvement,7.51%,TX,MORTGAGE,7083.33,800-804,9,2245,7,8 years,800,0.1099
16672,24000,23665.54,60,debt_consolidation,17.41%,DC,RENT,7695.08,805-809,6,1502,0,9 years,805,0.0962
56643,21000,20975,60,debt_consolidation,18.42%,NY,MORTGAGE,8083.33,680-684,11,31080,2,5 years,680,0.205
65889,6000,6000,36,debt_consolidation,9.33%,CA,RENT,8315.67,730-734,8,6239,0,2 years,730,0.0762
18439,4500,4500,36,major_purchase,0.58%,MD,MORTGAGE,65000,725-729,7,3015,4,7 years,725,0.0691
79217,29000,29000,36,debt_consolidation,15.70%,MA,RENT,7666.67,695-699,11,23319,0,2 years,695,0.1777
83672,20000,20000,36,debt_consolidation,27.35%,CA,RENT,5250,690-694,11,11343,1,6 years,690,0.1531
97016,7000,7000,36,debt_consolidation,10.76%,IL,MORTGAGE,4341.67,695-699,11,13638,0,7 years,695,0.1016
16867,5000,4950,36,other,0.51%,NJ,RENT,2916.67,715-719,2,165,2,3 years,715,0.1036
73664,6000,6000,36,debt_consolidation,6.91%,IL,MORTGAGE,4025.67,665-669,6,6652,2,5 years,665,0.1727
42222,10000,10000,36,wedding,4.02%,IL,RENT,4480,670-674,9,7614,2,1 year,670,0.1527
24026,3200,3200,36,other,1.37%,AR,RENT,2917,665-669,4,1427,1,< 1 year,665,0.1749
68139,23000,23000,36,debt_consolidation,25.84%,MD,MORTGAGE,6625,685-689,17,19870,1,3 years,685,0.1777
101715,5000,1750.04,36,other,10.36%,NY,RENT,3416.67,670-674,17,15301,7,1 year,670,0.1154
32974,3000,3000,36,debt_consolidation,3.12%,CA,RENT,2083.33,715-719,3,844,0,3 years,715,0.1269
19091,12000,11975,60,debt_consolidation,17.63%,VA,RENT,3500,715-719,11,18808,0,5 years,715,0.1074
57072,20000,19975,60,debt_consolidation,31.20%,NY,RENT,4166.67,720-724,9,8810,0,6 years,720,0.1399
82788,1200,1200,36,debt_consolidation,27.14%,MI,RENT,2166.67,665-669,9,9076,1,3 years,665,0.158
33093,8000,8000,36,credit_card,4.90%,FL,MORTGAGE,3000,780-784,5,6084,1,n/a,780,0.0662
28534,10000,9975,60,credit_card,17.70%,IL,MORTGAGE,5416.67,705-709,10,41329,0,10+ years,705,0.1649
22444,11000,11000,36,other,22.42%,NC,MORTGAGE,7916.67,690-694,9,34314,1,< 1 year,690,0.1306
95117,18000,18000,36,credit_card,17.62%,CA,MORTGAGE,5250,670-674,11,9379,1,5 years,670,0.1629
30817,24000,23975,60,small_business,8.96%,OR,RENT,5000,705-709,4,323,1,10+ years,705,0.1749
84180,8000,7925,60,other,9.92%,WA,MORTGAGE,5002.33,675-679,7,8421,1,10+ years,675,0.1875
35299,6000,6000,36,other,21.45%,MI,RENT,3100,685-689,18,10426,0,2 years,685,0.1171
99867,35000,34950,36,debt_consolidation,22.74%,CA,RENT,6750,675-679,15,24626,1,10+ years,675,0.1727
16487,1000,750,36,renewable_energy,0%,GA,MORTGAGE,1800,730-734,2,0,1,< 1 year,730,0.1036
84283,10000,10000,36,credit_card,27.71%,CA,RENT,3750,680-684,19,19385,1,3 years,680,0.1531
83786,6000,6000,36,medical,7.94%,NY,RENT,5000,670-674,7,14784,1,10+ years,670,0.158
85172,4000,4000,36,car,13.03%,CA,RENT,2916.67,750-754,7,2860,0,5 years,750,0.0603
41190,20000,20000,60,debt_consolidation,10.98%,IL,MORTGAGE,5416.67,745-749,10,20836,0,10+ years,745,0.1171
102580,3500,690.34,36,medical,10.19%,IA,OTHER,3750,655-659,8,9771,4,10+ years,655,0.1412
57127,24000,24000,60,debt_consolidation,3.48%,AZ,RENT,8333.33,690-694,8,8224,1,5 years,690,0.1999
70843,8000,8000,36,debt_consolidation,14.31%,CA,RENT,3500,690-694,7,5074,2,4 years,690,0.1409
73060,12000,12000,36,credit_card,13.88%,MA,MORTGAGE,7125,775-779,15,20639,1,5 years,775,0.0662
88845,17600,17600,36,debt_consolidation,16.58%,CO,MORTGAGE,4166.67,750-754,8,235,1,8 years,750,0.089
1031,5000,512.46,36,debt_consolidation,16.29%,CA,RENT,3333,665-669,11,14244,2,2 years,665,0.1292
14556,8000,8000,60,educational,5.56%,CA,RENT,2500,660-664,5,5770,2,6 years,660,0.1867
8549,10000,9850,36,debt_consolidation,17.04%,KY,MORTGAGE,4500,730-734,8,6948,2,4 years,730,0.0988
61042,16800,16800,36,debt_consolidation,3.87%,SC,OWN,16083.33,800-804,5,13470,1,8 years,800,0.0662
13096,6500,6450,60,home_improvement,6.86%,KY,MORTGAGE,2738.67,755-759,10,2345,1,8 years,755,0.1038
70987,35000,35000,36,home_improvement,20.70%,TX,MORTGAGE,12083.33,790-794,10,28864,0,10+ years,790,0.079
70752,9950,9950,36,debt_consolidation,4.19%,NJ,MORTGAGE,4800,685-689,9,5038,1,5 years,685,0.1433
35935,5000,5000,36,debt_consolidation,28.77%,OH,RENT,3166.67,750-754,3,0,1,n/a,750,0.0991
68413,10000,10000,60,debt_consolidation,28.39%,FL,RENT,3726.67,695-699,23,10067,2,5 years,695,0.1905
74613,6000,6000,36,debt_consolidation,19.97%,PA,MORTGAGE,5833.33,685-689,6,5523,1,1 year,685,0.1311
82673,35000,35000,36,debt_consolidation,20.27%,VA,MORTGAGE,12083.33,770-774,15,35242,0,10+ years,770,0.079
56341,5600,5600,36,debt_consolidation,16.54%,FL,RENT,1916.67,705-709,8,3373,0,5 years,705,0.079
32601,17000,17000,36,small_business,6.43%,NJ,RENT,6250,795-799,4,1352,3,6 years,795,0.079
25674,15000,15000,60,debt_consolidation,17.45%,NY,RENT,5666.67,715-719,13,10855,0,3 years,715,0.1299
73376,3000,3000,36,small_business,1.70%,NY,MORTGAGE,7750,685-689,7,874,0,10+ years,685,0.1114
89741,12000,12000,36,credit_card,9.86%,MA,RENT,3083.33,665-669,10,4390,0,4 years,665,0.1777
33667,25000,25000,36,debt_consolidation,14.59%,MA,MORTGAGE,9000,705-709,11,22364,3,7 years,705,0.1427
88438,31075,31050,36,credit_card,26.18%,MA,OWN,6000,660-664,20,27221,2,10+ years,660,0.2049
77788,4750,4750,60,debt_consolidation,23.48%,SC,RENT,1500,740-744,11,1687,3,< 1 year,740,0.1433
40131,6400,6375,36,credit_card,14.88%,VA,RENT,4166.67,680-684,7,15055,0,1 year,680,0.1171
36163,25000,25000,36,debt_consolidation,15.38%,FL,RENT,5500,730-734,9,11395,0,3 years,730,0.0991
52543,5000,4975,36,major_purchase,6.43%,PA,MORTGAGE,12083.33,785-789,10,792,0,5 years,785,0.0603
27201,12000,12000,60,home_improvement,4.30%,GA,MORTGAGE,3583.33,755-759,5,3942,2,2 years,755,0.1199
60064,20000,20000,36,debt_consolidation,13.74%,VA,MORTGAGE,7965,665-669,18,18809,1,7 years,665,0.1972
39439,10000,10000,36,debt_consolidation,13.09%,CA,RENT,4416.67,665-669,9,23870,1,10+ years,665,0.1596
98321,9750,9750,36,other,10.55%,WA,RENT,3033.33,660-664,13,8688,1,4 years,660,0.2049
61683,10000,10000,36,debt_consolidation,15.02%,RI,MORTGAGE,6000,685-689,13,8178,0,8 years,685,0.1409
101987,3000,2057.84,36,small_business,4.34%,IL,OWN,4350,680-684,3,8414,4,10+ years,680,0.1046
81939,25000,25000,60,debt_consolidation,1.31%,MN,MORTGAGE,5666.67,700-704,6,92,0,10+ years,700,0.1972
9885,5000,5000,36,other,18.73%,CA,MORTGAGE,8583,670-674,9,8097,1,1 year,670,0.1422
19235,6500,6500,36,credit_card,22.84%,TX,MORTGAGE,6400,730-734,11,7435,0,8 years,730,0.0579
73893,8325,8325,36,debt_consolidation,15.22%,NY,RENT,2916.67,670-674,13,7171,0,4 years,670,0.1531
65788,20000,20000,60,small_business,13.94%,FL,MORTGAGE,8333.33,710-714,15,22246,0,10+ years,710,0.1531
70001,12000,12000,36,credit_card,20.32%,AL,MORTGAGE,5166.67,710-714,9,10054,1,4 years,710,0.1212
14243,9500,9475,60,small_business,13.64%,NM,MORTGAGE,5000,755-759,10,46358,0,10+ years,755,0.1038
16597,12000,11862.38,60,debt_consolidation,22.13%,WI,MORTGAGE,4166.67,780-784,12,14464,1,10+ years,780,0.0579
14355,7200,7200,60,debt_consolidation,16.78%,CA,RENT,2944,715-719,11,5459,0,6 years,715,0.1149
85461,8500,8500,36,credit_card,11.23%,NV,MORTGAGE,6091.83,710-714,18,10568,0,3 years,710,0.1016
76503,17475,17475,60,debt_consolidation,22.95%,IL,MORTGAGE,4583.33,685-689,13,15852,3,10+ years,685,0.1905
71743,10000,10000,36,home_improvement,13.49%,TX,MORTGAGE,3113.83,690-694,9,6634,0,4 years,690,0.1212
66429,18000,17975,60,house,1.92%,FL,RENT,4583.33,660-664,6,4243,3,7 years,660,0.2247
18916,4800,4775,36,medical,20.17%,NH,MORTGAGE,7466.83,785-789,19,13461,2,4 years,785,0.0542
40840,5000,5000,36,wedding,16.44%,NC,MORTGAGE,2298.75,720-724,10,12346,0,10+ years,720,0.079
49985,20000,19925,36,credit_card,10.32%,TX,RENT,3750,720-724,6,15762,0,2 years,720,0.1212
91018,12300,12300,36,debt_consolidation,19.26%,OH,MORTGAGE,5000,710-714,13,4460,2,10+ years,710,0.1531
46016,28000,27950,60,debt_consolidation,10.29%,LA,MORTGAGE,6125,675-679,11,18101,2,5 years,675,0.2278
20772,1675,1675,36,debt_consolidation,4.81%,CA,RENT,2080,690-694,4,1466,0,3 years,690,0.1111
7006,7500,7500,36,car,4.92%,CA,RENT,4000,685-689,3,8398,0,7 years,685,0.1704
17832,9200,9200,36,debt_consolidation,15.42%,WI,MORTGAGE,12833.33,675-679,12,17391,0,2 years,675,0.1261
82746,8000,8000,36,credit_card,10.76%,OK,MORTGAGE,4583.33,675-679,13,4084,3,2 years,675,0.158
28147,5000,5000,36,moving,23.25%,NJ,RENT,2000,690-694,8,8339,0,< 1 year,690,0.1099
46059,19125,19125,60,other,15.69%,CA,OWN,3333.33,690-694,8,7858,0,5 years,690,0.1825
29858,5075,5050,36,debt_consolidation,20.10%,PA,MORTGAGE,5000,790-794,9,269,3,3 years,790,0.0599
18553,7000,6975,36,debt_consolidation,22.69%,IL,MORTGAGE,3275,710-714,8,14075,1,9 years,710,0.0962
72582,5000,5000,36,debt_consolidation,16.97%,WA,MORTGAGE,6800,675-679,16,25524,0,10+ years,675,0.1212
30718,35000,33500,60,small_business,10.63%,AZ,MORTGAGE,15583.33,760-764,10,9,1,6 years,760,0.1349
50460,2225,2225,36,credit_card,24.09%,WV,MORTGAGE,3250,670-674,9,26854,1,n/a,670,0.1465
66149,4000,4000,36,major_purchase,4.58%,IL,RENT,3168,715-719,5,6916,2,< 1 year,715,0.1016
41523,16000,16000,36,debt_consolidation,2.23%,CA,MORTGAGE,7083.33,740-744,11,3076,0,5 years,740,0.079
76858,15500,15500,36,debt_consolidation,27.60%,VA,OWN,3333.33,675-679,10,8692,0,4 years,675,0.1777
91738,16000,16000,60,debt_consolidation,14.88%,OK,MORTGAGE,7916.67,695-699,9,22918,2,10+ years,695,0.1311
21508,9000,9000,60,debt_consolidation,5.74%,CA,RENT,3678.08,710-714,8,7556,2,4 years,710,0.1306
29999,20000,18275,60,wedding,24.58%,TX,MORTGAGE,6000,710-714,14,12231,3,3 years,710,0.1649
17924,20000,19900,60,credit_card,9.72%,CA,MORTGAGE,10000,685-689,8,106527,0,10+ years,685,0.1817
46748,30000,30000,60,debt_consolidation,24.71%,CA,RENT,6041.67,690-694,12,39144,0,1 year,690,0.2278
25426,10000,10000,36,debt_consolidation,7.43%,CA,RENT,3833.33,735-739,3,10187,0,10+ years,735,0.1059
76810,14000,14000,36,credit_card,31.02%,IL,MORTGAGE,5000,660-664,15,12728,3,7 years,660,0.1905
101596,5000,4525,36,other,1%,NY,NONE,,800-804,,,,< 1 year,800,0.0743
76324,18000,18000,60,other,22.93%,FL,RENT,5734.08,710-714,13,2819,0,4 years,710,0.1531
48235,10000,10000,36,debt_consolidation,19.05%,WA,MORTGAGE,5208.33,740-744,8,28302,0,10+ years,740,0.0662
50533,25975,25975,60,house,15.51%,WA,MORTGAGE,4583.33,735-739,6,3607,0,9 years,735,0.1311
79478,10350,10350,36,car,20.46%,NY,RENT,3333.33,690-694,10,10841,1,1 year,690,0.1409
88920,10850,10850,36,debt_consolidation,33.90%,PA,OWN,2708.33,660-664,7,9577,0,8 years,660,0.1777
28663,4075,4075,36,home_improvement,23.41%,NC,MORTGAGE,3750,770-774,6,34103,1,6 years,770,0.0542
10761,14500,10168.89,60,credit_card,14.26%,CA,MORTGAGE,3584.62,755-759,6,18555,0,10+ years,755,0.1075
71249,12000,12000,36,debt_consolidation,27.48%,VA,MORTGAGE,5000,710-714,12,10490,0,7 years,710,0.1016
97462,1000,1000,36,other,19.78%,NY,RENT,884.9,665-669,4,5561,0,n/a,665,0.2295
101208,5900,5900,36,debt_consolidation,14.19%,FL,MORTGAGE,3010,700-704,8,5921,0,10+ years,700,0.1311
74097,9950,9925,36,debt_consolidation,24.21%,MI,MORTGAGE,2500,705-709,17,16618,1,10+ years,705,0.1311
81822,7200,7200,36,debt_consolidation,17.27%,NY,MORTGAGE,3416.67,790-794,14,4838,0,10+ years,790,0.0603
38540,14750,14750,60,debt_consolidation,17.32%,NM,MORTGAGE,2500,685-689,8,11003,1,8 years,685,0.1677
103250,5000,4975,36,other,2.67%,FL,RENT,3000,690-694,4,2474,8,1 year,690,0.167
20785,20000,20000,36,debt_consolidation,19.43%,VA,MORTGAGE,6250,715-719,12,14308,1,5 years,715,0.1491
32636,18400,18375,60,debt_consolidation,22.53%,VA,MORTGAGE,7400,705-709,14,10439,2,10+ years,705,0.1942
2834,7200,4167.97,36,other,13.62%,PA,OWN,3583,700-704,3,1621,1,1 year,700,0.1411
45427,18000,17994.17,60,debt_consolidation,2.13%,PA,MORTGAGE,4364.58,725-729,9,1721,3,3 years,725,0.1399
83841,8000,8000,36,debt_consolidation,24.98%,MA,RENT,3166.67,690-694,10,5428,0,10+ years,690,0.1212
38903,4000,4000,36,small_business,13.16%,CA,MORTGAGE,5166.67,720-724,9,7171,2,3 years,720,0.089
90332,6000,6000,36,debt_consolidation,18.10%,NY,RENT,3750,690-694,18,14468,3,7 years,690,0.1311
8382,6250,6100,36,debt_consolidation,18.04%,FL,MORTGAGE,2400,720-724,5,14863,0,10+ years,720,0.1025
77035,5375,5375,36,car,15.05%,TX,MORTGAGE,5416.67,685-689,13,4087,2,1 year,685,0.1409
100469,8875,8875,36,debt_consolidation,14.90%,SC,RENT,2302,665-669,8,10008,0,n/a,665,0.1531
39792,7000,7000,36,debt_consolidation,7.38%,CA,RENT,3333.33,700-704,7,12168,0,< 1 year,700,0.1065
80904,12000,12000,36,debt_consolidation,21.83%,VA,RENT,6416.67,680-684,20,11583,2,2 years,680,0.1531
60688,21250,21250,36,credit_card,26.53%,LA,OWN,4500,670-674,15,25287,2,10+ years,670,0.1875
68301,3600,3600,60,car,22.22%,KS,MORTGAGE,3200,680-684,13,11702,0,< 1 year,680,0.1972
82419,12000,12000,36,debt_consolidation,28.20%,KY,MORTGAGE,3333.33,670-674,11,10727,0,10+ years,670,0.1433
71540,10050,10050,36,credit_card,16.48%,CA,RENT,2500,690-694,7,13337,2,< 1 year,690,0.1433
67109,4025,4025,36,credit_card,15.32%,CA,MORTGAGE,5000,700-704,12,15943,0,8 years,700,0.089
48352,5000,5000,36,debt_consolidation,1.20%,GA,RENT,5000,780-784,8,531,1,2 years,780,0.0662
36706,16500,16400,60,small_business,12.07%,OH,MORTGAGE,2750,775-779,11,2316,1,4 years,775,0.1171
22993,10000,10000,36,home_improvement,7.94%,CA,MORTGAGE,5833.33,735-739,12,3181,0,8 years,735,0.0729
102441,7500,-0.01,36,educational,21.34%,CA,MORTGAGE,8750,685-689,14,20947,7,5 years,685,0.1229
50602,10000,10000,36,debt_consolidation,24.66%,OH,MORTGAGE,2940.25,755-759,8,5904,0,10+ years,755,0.0603
52285,10000,10000,36,credit_card,22.66%,MN,RENT,2083.33,715-719,8,12724,0,9 years,715,0.089
77559,18000,18000,36,credit_card,18.36%,GA,RENT,5833.33,730-734,16,12522,0,< 1 year,730,0.079
98980,7000,7000,36,credit_card,24.93%,TX,MORTGAGE,3833.33,680-684,20,18792,3,3 years,680,0.1629
92488,22000,21975,60,debt_consolidation,33.93%,WV,MORTGAGE,5083.33,670-674,14,31152,2,10+ years,670,0.2247
53808,6000,6000,36,debt_consolidation,12.40%,WA,RENT,1000,685-689,18,3622,2,1 year,685,0.1311
32517,5600,5600,36,wedding,7.23%,NC,MORTGAGE,5833.33,750-754,8,8125,1,2 years,750,0.0662
82160,9500,9500,36,debt_consolidation,24.06%,MO,MORTGAGE,2519.17,705-709,7,8673,1,10+ years,705,0.1212
47059,12000,12000,36,debt_consolidation,17.51%,SC,MORTGAGE,9666.67,680-684,12,17226,0,5 years,680,0.1311
19661,7200,7200,36,debt_consolidation,8.92%,FL,MORTGAGE,4416.67,675-679,10,4137,0,2 years,675,0.1037
89012,5000,5000,36,debt_consolidation,25.53%,NC,RENT,6612,665-669,6,14283,0,10+ years,665,0.158
39468,8250,8086.75,60,home_improvement,15.60%,NY,MORTGAGE,2917,695-699,13,4479,1,2 years,695,0.1596
83422,30000,30000,60,debt_consolidation,20.07%,NY,MORTGAGE,7916.67,690-694,9,4202,3,n/a,690,0.2247
55690,10075,10075,60,debt_consolidation,23.80%,DE,MORTGAGE,6583.33,700-704,15,13259,1,1 year,700,0.1581
66424,9050,9050,36,credit_card,20.58%,MI,MORTGAGE,5166.67,700-704,9,7571,1,7 years,700,0.1311
98930,17500,17500,36,credit_card,23.64%,CA,MORTGAGE,3333.33,700-704,10,21483,0,8 years,700,0.1016
16158,10000,5334.01,36,car,8.83%,TX,RENT,4166.67,730-734,5,6381,0,1 year,730,0.0691
66360,10000,10000,36,other,20.10%,MO,RENT,2870.42,715-719,11,18802,0,3 years,715,0.089
63941,8500,8500,36,debt_consolidation,17.40%,MI,RENT,2500,690-694,6,6491,1,1 year,690,0.158
57456,16000,15975,36,debt_consolidation,20.15%,NC,RENT,3666.67,675-679,15,6875,0,4 years,675,0.1465
79611,2350,2350,36,credit_card,11.18%,WA,MORTGAGE,1833.33,725-729,3,7463,1,n/a,725,0.1409
20467,10000,9924.07,36,medical,4.70%,NY,RENT,6083.33,730-734,10,7337,1,3 years,730,0.0729
96157,25000,24975,60,debt_consolidation,21.18%,MA,MORTGAGE,5458.33,735-739,26,27327,1,6 years,735,0.158
76957,8000,8000,36,credit_card,27.34%,CA,RENT,3500,685-689,19,16395,2,7 years,685,0.1433
78827,6000,6000,36,credit_card,16.75%,OH,MORTGAGE,4166.67,670-674,9,4500,0,< 1 year,670,0.1311
65280,4000,4000,36,credit_card,11.80%,NY,RENT,5416.67,685-689,12,6616,1,1 year,685,0.1311
79531,11500,11500,36,credit_card,18%,WA,RENT,2916.67,715-719,14,13851,1,5 years,715,0.1114
42255,12000,12000,36,wedding,4.10%,WA,RENT,12500,705-709,9,22889,0,9 years,705,0.0991
28871,15250,13914.17,60,debt_consolidation,20.57%,FL,RENT,2916.67,690-694,10,17931,0,< 1 year,690,0.1649
21867,5000,5000,36,debt_consolidation,9.20%,FL,RENT,3500,695-699,6,3555,0,1 year,695,0.1268
73473,6000,6000,36,wedding,20.75%,IL,RENT,3750,715-719,12,4318,0,10+ years,715,0.079
56778,18225,18225,60,credit_card,22.61%,PA,RENT,3166.67,710-714,7,12233,2,4 years,710,0.1629
10642,15000,15000,36,debt_consolidation,16.87%,IL,MORTGAGE,6312,735-739,17,14339,2,2 years,735,0.1038
15899,4000,3882.78,36,moving,23.94%,OH,RENT,4666.67,760-764,7,2889,2,9 years,760,0.0579
92357,27000,27000,60,debt_consolidation,17.82%,TX,MORTGAGE,7083.33,715-719,13,25137,0,8 years,715,0.1212
9468,15000,14925,36,other,5.10%,NY,RENT,3000,705-709,4,5936,1,3 years,705,0.1385
77964,4950,4950,36,other,16.75%,CA,RENT,1403.33,725-729,4,2738,1,2 years,725,0.1016
23437,21000,20925,36,credit_card,14.08%,CA,RENT,6250,730-734,8,21102,0,2 years,730,0.1
57704,9000,9000,36,credit_card,15.88%,NY,RENT,5000,675-679,7,4532,1,10+ years,675,0.1531
86747,21000,21000,60,debt_consolidation,31.71%,NM,MORTGAGE,9583.33,695-699,19,30589,1,10+ years,695,0.1875
61261,8000,8000,36,debt_consolidation,2.83%,NY,RENT,3333.33,660-664,4,2832,0,n/a,660,0.1905
15383,23000,21457.14,60,debt_consolidation,12.39%,NH,MORTGAGE,4583.33,760-764,6,17695,2,4 years,760,0.0691
56401,10000,10000,36,debt_consolidation,16.68%,OH,MORTGAGE,8333.33,680-684,18,39461,2,4 years,680,0.1465
16924,5000,4947.35,60,credit_card,10.80%,CA,RENT,6400,730-734,8,5783,0,< 1 year,730,0.0999
88301,5350,5350,36,home_improvement,16.45%,NJ,MORTGAGE,11250,730-734,11,19184,3,8 years,730,0.1016
40727,10000,10000,36,credit_card,9.77%,CA,RENT,3500,705-709,9,10912,1,2 years,705,0.1242
59413,24000,23975,36,debt_consolidation,15.53%,OH,MORTGAGE,5416.67,720-724,11,17882,0,10+ years,720,0.1016
91853,24000,24000,36,debt_consolidation,13.55%,GA,MORTGAGE,7233.33,705-709,6,26039,0,< 1 year,705,0.079
71008,15475,15450,36,debt_consolidation,26.98%,SC,MORTGAGE,3750,685-689,14,19670,0,10+ years,685,0.1409
59890,25000,25000,36,debt_consolidation,9.52%,NY,RENT,8333.33,670-674,11,8575,1,10+ years,670,0.21
42306,13000,12975,36,credit_card,15.60%,CA,RENT,2333.33,730-734,12,4487,3,5 years,730,0.0991
47168,7550,7550,36,wedding,14.61%,AZ,MORTGAGE,2512,730-734,7,2814,0,5 years,730,0.0762
77588,9600,9600,36,credit_card,33.24%,AR,RENT,3166.67,685-689,8,14774,3,2 years,685,0.1531
14407,15000,14950,60,debt_consolidation,14.65%,CA,RENT,5416.67,700-704,11,9171,2,10+ years,700,0.1521
102902,7000,6975,36,debt_consolidation,21.67%,NJ,RENT,4166.67,675-679,7,60550,3,10+ years,675,0.1411
71247,1000,1000,36,debt_consolidation,29.45%,TX,MORTGAGE,2166.67,665-669,9,1748,0,6 years,665,0.1531
6611,25000,24798.43,36,debt_consolidation,18.81%,MA,RENT,6666.67,720-724,13,31890,1,1 year,720,0.1287
80041,24000,24000,36,credit_card,25.49%,GA,MORTGAGE,11208.33,725-729,23,19428,2,10+ years,725,0.1433
78104,21000,21000,60,debt_consolidation,21.73%,CO,RENT,16416.67,700-704,21,62549,1,1 year,700,0.1849
59886,1000,1000,36,debt_consolidation,30.71%,AZ,RENT,1833.33,670-674,7,6283,0,3 years,670,0.1311
22323,16000,16000,60,other,16.58%,SC,OWN,5000,780-784,6,2300,0,10+ years,780,0.0963
40094,24400,24400,60,small_business,15.98%,CA,RENT,6000,725-729,7,13879,1,3 years,725,0.1727
75168,14675,14675,36,debt_consolidation,17.40%,NY,MORTGAGE,3166.67,720-724,7,22549,0,10+ years,720,0.079
79248,12000,12000,36,credit_card,19.61%,KS,MORTGAGE,4583.33,660-664,8,8970,0,10+ years,660,0.1905
73010,8000,8000,36,credit_card,21.35%,TX,OWN,3541.67,700-704,13,6885,2,n/a,700,0.1311
47048,12000,12000,36,credit_card,8.05%,FL,MORTGAGE,3416.67,685-689,6,7708,0,4 years,685,0.1311
10006,16800,10075,60,debt_consolidation,13.42%,MN,MORTGAGE,5416.67,730-734,10,7258,3,3 years,730,0.1099
