Logit.Interest.Rate,Intercept,Amount.Requested,FICO.Score,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
1,1,20000,665,60,credit_card,24.42%,NV,MORTGAGE,5666.67,665-669,15,18451,0,7 years
1,1,9700,665,36,debt_consolidation,9.52%,CA,RENT,7333.33,665-669,9,14723,0,3 years
1,1,4000,665,36,debt_consolidation,16.29%,TX,MORTGAGE,3750,665-669,7,13284,1,4 years
1,1,20950,665,60,debt_consolidation,12.51%,MA,RENT,10416.67,665-669,14,12460,3,n/a
1,1,2000,665,36,medical,2.55%,OR,RENT,2000,665-669,8,0,0,< 1 year
1,1,20000,665,60,debt_consolidation,7.10%,NJ,RENT,6750,665-669,6,16104,1,7 years
1,1,7000,665,36,other,18.38%,NY,OWN,2464.37,665-669,9,7089,0,3 years
0,1,5600,665,36,credit_card,27.96%,NC,MORTGAGE,11666.67,665-669,18,194205,0,10+ years
1,1,6000,670,36,other,20.05%,CT,OWN,4891.67,670-674,17,10391,2,3 years
1,1,2000,670,36,moving,10.29%,FL,RENT,3575,670-674,10,12036,0,6 years
1,1,28000,670,60,debt_consolidation,13.07%,CT,MORTGAGE,14166.67,670-674,12,10311,0,1 year
1,1,4000,670,60,vacation,13.71%,GA,MORTGAGE,4500,670-674,5,20804,0,3 years
1,1,3200,670,36,home_improvement,8.36%,HI,MORTGAGE,2500,670-674,7,6619,1,3 years
1,1,20000,670,60,debt_consolidation,9.47%,CA,MORTGAGE,11250,670-674,5,11168,0,< 1 year
1,1,2500,670,36,debt_consolidation,16.45%,WI,RENT,1100,670-674,6,5019,1,4 years
1,1,6000,670,36,other,15.91%,MN,RENT,3833.33,670-674,11,5760,1,10+ years
1,1,6725,670,36,debt_consolidation,13.16%,MO,MORTGAGE,5000,670-674,10,5513,9,10+ years
1,1,9525,670,36,small_business,11.35%,CA,RENT,2666.67,670-674,15,5610,1,n/a
1,1,4800,670,36,other,10.89%,NM,MORTGAGE,5833.33,670-674,8,17943,0,10+ years
1,1,30000,670,36,credit_card,16.70%,MD,MORTGAGE,12500,670-674,14,19096,2,9 years
1,1,4375,670,36,credit_card,9.09%,CA,RENT,2916.67,670-674,9,6944,2,6 years
1,1,6000,670,36,credit_card,22.50%,UT,RENT,2666.67,670-674,18,5955,0,10+ years
1,1,2500,670,36,home_improvement,22.81%,VA,RENT,2530,670-674,7,5276,6,< 1 year
1,1,8000,670,36,other,11.85%,MD,RENT,3941.58,670-674,15,9660,0,2 years
1,1,7550,670,36,other,21.94%,AL,RENT,2880,670-674,2,1989,1,8 years
1,1,6000,670,36,debt_consolidation,15.72%,KS,RENT,5083.33,670-674,11,10373,0,4 years
1,1,10000,670,36,wedding,4.02%,IL,RENT,4480,670-674,9,7614,2,1 year
1,1,18000,670,36,credit_card,17.62%,CA,MORTGAGE,5250,670-674,11,9379,1,5 years
1,1,6000,670,36,medical,7.94%,NY,RENT,5000,670-674,7,14784,1,10+ years
1,1,5000,670,36,other,18.73%,CA,MORTGAGE,8583,670-674,9,8097,1,1 year
1,1,8325,670,36,debt_consolidation,15.22%,NY,RENT,2916.67,670-674,13,7171,0,4 years
1,1,2225,670,36,credit_card,24.09%,WV,MORTGAGE,3250,670-674,9,26854,1,n/a
1,1,21250,670,36,credit_card,26.53%,LA,OWN,4500,670-674,15,25287,2,10+ years
1,1,12000,670,36,debt_consolidation,28.20%,KY,MORTGAGE,3333.33,670-674,11,10727,0,10+ years
1,1,22000,670,60,debt_consolidation,33.93%,WV,MORTGAGE,5083.33,670-674,14,31152,2,10+ years
1,1,6000,670,36,credit_card,16.75%,OH,MORTGAGE,4166.67,670-674,9,4500,0,< 1 year
1,1,25000,670,36,debt_consolidation,9.52%,NY,RENT,8333.33,670-674,11,8575,1,10+ years
1,1,1000,670,36,debt_consolidation,30.71%,AZ,RENT,1833.33,670-674,7,6283,0,3 years
1,1,21000,670,60,home_improvement,6.52%,NJ,MORTGAGE,20833.33,670-674,5,1240,3,10+ years
1,1,6000,670,36,debt_consolidation,15.68%,NC,MORTGAGE,7500,670-674,10,5263,1,3 years
1,1,5775,670,36,debt_consolidation,4.08%,SC,RENT,5000,670-674,8,10088,2,10+ years
1,1,8000,670,36,debt_consolidation,27.88%,IL,RENT,2833.33,670-674,10,9926,3,6 years
1,1,1000,670,36,other,19.63%,MI,RENT,3500,670-674,9,11189,2,2 years
1,1,4800,670,36,moving,0%,CA,RENT,2500,670-674,4,0,0,2 years
1,1,1800,670,36,other,6.79%,OK,MORTGAGE,6416.67,670-674,6,3394,2,7 years
1,1,1500,670,36,major_purchase,20.82%,TX,MORTGAGE,7083.33,670-674,8,4665,1,6 years
1,1,8000,670,36,small_business,28.56%,MN,RENT,2083.33,670-674,4,9059,0,6 years
1,1,35000,670,36,debt_consolidation,11.05%,LA,MORTGAGE,7702,670-674,8,11346,0,10+ years
1,1,5000,670,36,debt_consolidation,11.18%,AZ,RENT,10625,670-674,8,8054,0,1 year
1,1,8000,670,36,credit_card,7.32%,NY,RENT,5833.33,670-674,8,5350,2,4 years
1,1,7625,670,36,credit_card,15.79%,NC,RENT,3166.67,670-674,4,8030,0,5 years
1,1,4000,670,36,other,10.73%,MA,RENT,2916.67,670-674,6,1651,1,6 years
1,1,6000,670,36,credit_card,11.68%,VA,RENT,2500,670-674,6,9482,0,2 years
1,1,12000,670,60,debt_consolidation,6.94%,OR,MORTGAGE,5445,670-674,8,4904,0,9 years
1,1,9000,670,36,debt_consolidation,8.21%,CA,MORTGAGE,4167,670-674,7,19696,1,3 years
1,1,4500,670,36,car,1.23%,CA,RENT,11500,670-674,5,1847,1,1 year
1,1,18000,670,36,debt_consolidation,26.54%,OR,MORTGAGE,4166.67,670-674,11,16680,0,10+ years
1,1,1600,670,36,debt_consolidation,12.10%,CA,RENT,3200,670-674,5,1214,0,6 years
1,1,12825,670,36,debt_consolidation,24.41%,CA,MORTGAGE,3416.67,670-674,15,8539,1,10+ years
1,1,10500,670,36,debt_consolidation,19.55%,FL,MORTGAGE,5666.67,670-674,7,11301,0,10+ years
1,1,15000,670,36,credit_card,10.27%,NV,RENT,3333.33,670-674,11,10108,0,4 years
1,1,2000,670,36,moving,21.43%,NC,RENT,2766.67,670-674,5,2162,3,< 1 year
1,1,16450,670,60,debt_consolidation,25.59%,PA,MORTGAGE,2833.33,670-674,23,12670,2,5 years
1,1,3000,670,36,debt_consolidation,32.21%,SD,MORTGAGE,2583.33,670-674,13,6683,0,1 year
1,1,2000,670,36,home_improvement,20.51%,GA,MORTGAGE,3750,670-674,10,1371,1,7 years
1,1,17975,670,36,debt_consolidation,18.55%,FL,RENT,4833.33,670-674,10,17448,0,7 years
1,1,12000,670,36,debt_consolidation,3.90%,AZ,RENT,7083.33,670-674,7,6040,1,2 years
1,1,10000,670,36,debt_consolidation,10.93%,CA,RENT,7083,670-674,13,11890,0,3 years
1,1,24000,670,36,debt_consolidation,15.86%,CA,MORTGAGE,7500,670-674,5,2426,0,10+ years
1,1,14000,670,60,debt_consolidation,13.52%,CA,MORTGAGE,3616,670-674,9,13923,0,2 years
1,1,25000,670,36,credit_card,14.72%,FL,RENT,7301.58,670-674,18,21675,0,4 years
1,1,8000,670,36,debt_consolidation,1.98%,NY,MORTGAGE,6000,670-674,5,5032,2,10+ years
1,1,5450,670,36,medical,25.91%,AL,RENT,3500,670-674,9,7619,0,1 year
1,1,9750,670,36,debt_consolidation,21.93%,FL,RENT,2817.5,670-674,12,6324,1,1 year
1,1,10500,670,36,credit_card,14.30%,NY,RENT,3083.33,670-674,8,14726,0,10+ years
1,1,2500,670,36,debt_consolidation,22.49%,PA,MORTGAGE,3916.67,670-674,7,14892,2,6 years
1,1,10000,670,36,credit_card,9.55%,TX,OWN,4166.67,670-674,11,11551,0,4 years
1,1,20000,670,60,debt_consolidation,17.49%,CA,MORTGAGE,7916.67,670-674,17,39621,1,6 years
1,1,1900,670,36,home_improvement,23.29%,UT,MORTGAGE,2860,670-674,9,24209,2,< 1 year
1,1,4400,670,36,debt_consolidation,21.51%,NC,RENT,4625,670-674,8,5707,1,6 years
1,1,2000,670,36,debt_consolidation,8.64%,CA,RENT,1666.67,670-674,5,4595,2,n/a
1,1,19750,670,60,debt_consolidation,14.85%,KS,RENT,4000,670-674,4,1948,1,3 years
1,1,4000,670,36,house,4.76%,PA,RENT,1700,670-674,4,2381,5,< 1 year
1,1,7000,670,36,debt_consolidation,11.39%,WI,MORTGAGE,6833,670-674,11,5537,1,7 years
1,1,30000,670,60,debt_consolidation,11.24%,CA,RENT,11250,670-674,12,41592,0,6 years
1,1,27575,670,60,home_improvement,10.61%,MA,MORTGAGE,13125,670-674,16,25980,1,6 years
1,1,3800,670,36,debt_consolidation,22.58%,CA,RENT,3666.67,670-674,11,13883,1,< 1 year
1,1,7200,670,36,debt_consolidation,20.48%,CA,RENT,2500,670-674,14,4539,1,< 1 year
1,1,9000,670,60,debt_consolidation,15.74%,SC,MORTGAGE,4333.33,670-674,9,5015,0,6 years
1,1,3825,670,36,debt_consolidation,24.68%,CA,RENT,2495.83,670-674,8,4560,1,4 years
1,1,10000,670,36,debt_consolidation,19.98%,OK,MORTGAGE,6041.67,670-674,7,6458,0,1 year
1,1,3600,670,36,vacation,13.45%,NY,RENT,8750,670-674,8,51176,1,1 year
1,1,15000,670,36,debt_consolidation,13.34%,FL,MORTGAGE,4333.33,670-674,9,17264,0,10+ years
1,1,14000,670,36,credit_card,9.67%,FL,MORTGAGE,12083.33,670-674,13,28318,0,< 1 year
1,1,14400,670,60,debt_consolidation,7.06%,NY,RENT,5000,670-674,6,715,4,3 years
1,1,19200,670,60,credit_card,10.39%,AZ,RENT,5666.67,670-674,5,17783,0,< 1 year
1,1,9600,670,36,credit_card,18.61%,NY,OWN,5416.67,670-674,21,16278,1,8 years
1,1,7200,670,36,home_improvement,2.18%,NC,MORTGAGE,3250,670-674,4,1301,1,4 years
1,1,3200,670,60,debt_consolidation,7.90%,CA,RENT,2609,670-674,9,5382,0,3 years
1,1,5000,670,36,debt_consolidation,17%,FL,OWN,5000,670-674,9,14748,3,1 year
1,1,10000,670,36,debt_consolidation,12.19%,NY,RENT,7500,670-674,12,17133,1,10+ years
1,1,15350,670,36,debt_consolidation,15.09%,GA,MORTGAGE,4400,670-674,7,12823,0,10+ years
1,1,15350,670,36,credit_card,7.41%,CO,MORTGAGE,5666.67,670-674,6,8128,0,1 year
1,1,1800,670,36,vacation,24.21%,NY,RENT,4250,670-674,11,5757,0,5 years
1,1,6000,670,36,debt_consolidation,16.40%,GA,RENT,2500,670-674,5,5892,1,4 years
1,1,11000,670,36,debt_consolidation,20.93%,NY,OWN,4167,670-674,14,17436,0,2 years
1,1,24000,670,36,debt_consolidation,29.01%,MD,MORTGAGE,7500,670-674,12,14804,1,< 1 year
1,1,12000,670,36,home_improvement,5.07%,WI,MORTGAGE,2916.67,670-674,13,10360,2,5 years
1,1,9425,670,36,credit_card,15.71%,CA,RENT,3750,670-674,12,15116,0,8 years
1,1,8000,670,36,debt_consolidation,21.11%,CA,MORTGAGE,8583.33,670-674,15,14584,3,5 years
1,1,9450,670,36,debt_consolidation,24.51%,NY,RENT,2916.67,670-674,12,11555,0,4 years
1,1,3000,670,36,debt_consolidation,10.77%,NY,OWN,3833,670-674,11,5515,1,< 1 year
1,1,3600,670,36,other,10%,NY,RENT,5750,670-674,8,10766,2,4 years
1,1,8500,670,36,debt_consolidation,7.56%,CO,RENT,3333.33,670-674,5,8844,0,< 1 year
1,1,7000,670,36,credit_card,15.64%,CO,RENT,2666.67,670-674,11,11529,0,5 years
1,1,2000,670,36,home_improvement,30.58%,OH,MORTGAGE,4166.67,670-674,9,3313,1,2 years
1,1,18000,670,60,credit_card,11.63%,CA,RENT,9051.83,670-674,5,32394,2,4 years
1,1,5500,670,36,credit_card,19.33%,VA,RENT,1800,670-674,6,12567,0,4 years
1,1,3200,670,36,other,14.77%,PA,RENT,2824,670-674,6,3318,1,7 years
1,1,10000,670,36,debt_consolidation,17.79%,MA,RENT,3750,670-674,16,7201,4,4 years
1,1,12000,670,36,debt_consolidation,17.37%,CT,MORTGAGE,3666.67,670-674,10,7393,0,7 years
1,1,24000,670,36,debt_consolidation,12.70%,FL,RENT,18483,670-674,14,40099,6,5 years
1,1,9600,670,36,debt_consolidation,20.69%,MO,MORTGAGE,2750,670-674,16,11518,0,10+ years
1,1,2500,670,36,debt_consolidation,23.58%,FL,OWN,5130.42,670-674,13,5942,2,4 years
1,1,9600,670,36,other,13.94%,MN,RENT,3206.67,670-674,10,9824,0,9 years
1,1,20000,670,60,debt_consolidation,23.94%,WA,MORTGAGE,7000,670-674,8,19537,1,10+ years
1,1,2000,670,36,credit_card,25.13%,NY,RENT,7583.33,670-674,11,39656,0,10+ years
1,1,22350,670,36,home_improvement,3.66%,NY,OWN,11250,670-674,8,10753,2,1 year
1,1,10000,670,36,credit_card,6.24%,FL,RENT,5416.67,670-674,8,9783,2,3 years
1,1,15000,670,60,debt_consolidation,8.06%,HI,RENT,12500,670-674,14,8296,0,7 years
1,1,10500,670,36,debt_consolidation,27.80%,PA,RENT,2500,670-674,6,16128,0,< 1 year
1,1,12000,670,36,debt_consolidation,9.81%,TX,RENT,4333.33,670-674,12,12837,1,2 years
1,1,7000,670,36,medical,7.04%,AZ,RENT,3010,670-674,5,3047,2,< 1 year
1,1,12000,670,36,debt_consolidation,8.28%,MA,RENT,7750,670-674,10,16132,0,10+ years
1,1,9750,670,36,debt_consolidation,34.04%,TX,MORTGAGE,3119.92,670-674,12,8774,1,5 years
1,1,23850,670,60,debt_consolidation,20.74%,TX,MORTGAGE,5000,670-674,13,17587,1,4 years
1,1,23500,670,36,credit_card,20.37%,WA,RENT,6800,670-674,17,31812,3,2 years
1,1,5500,670,36,vacation,20.18%,CA,RENT,5416.67,670-674,13,13079,3,9 years
1,1,15000,670,36,debt_consolidation,33.30%,WY,RENT,3000,670-674,20,15092,0,10+ years
1,1,14125,670,36,debt_consolidation,8.10%,NY,RENT,3000,670-674,6,8992,1,10+ years
1,1,12000,670,60,debt_consolidation,0.72%,KY,MORTGAGE,6500,670-674,4,1549,1,10+ years
1,1,10000,670,36,debt_consolidation,17.15%,AZ,MORTGAGE,10416.67,670-674,12,12492,4,10+ years
1,1,10000,670,36,debt_consolidation,13.81%,IL,MORTGAGE,6083.33,670-674,13,19263,1,8 years
1,1,6000,670,36,debt_consolidation,11.89%,TX,MORTGAGE,14333.33,670-674,11,31640,1,10+ years
1,1,10000,670,36,debt_consolidation,12.69%,FL,MORTGAGE,7916.67,670-674,11,8271,3,6 years
1,1,6200,670,60,credit_card,10.61%,WA,MORTGAGE,4250,670-674,9,5936,3,9 years
1,1,9600,670,36,debt_consolidation,26.50%,TX,RENT,5166.67,670-674,14,5639,0,3 years
1,1,10000,670,36,debt_consolidation,25.01%,NV,RENT,4666.67,670-674,9,19479,0,10+ years
1,1,25000,670,36,credit_card,8.33%,CA,MORTGAGE,12500,670-674,3,26057,0,10+ years
1,1,20000,670,60,credit_card,25.48%,NY,OTHER,6416.67,670-674,15,14115,0,10+ years
1,1,5000,670,60,car,16.71%,PA,RENT,2400,670-674,6,2023,1,3 years
1,1,4000,670,36,small_business,7.60%,PA,RENT,1750,670-674,7,7178,3,< 1 year
1,1,2000,670,36,debt_consolidation,19.13%,KY,RENT,2916.67,670-674,7,4376,0,10+ years
1,1,9000,670,36,debt_consolidation,13.72%,CA,RENT,4583.33,670-674,14,21175,1,5 years
1,1,8400,670,36,debt_consolidation,11.61%,CA,RENT,3333.33,670-674,11,2060,0,< 1 year
1,1,12000,670,36,credit_card,16.46%,PA,OWN,2516.67,670-674,9,2174,2,5 years
1,1,10000,670,36,debt_consolidation,13.32%,AZ,RENT,5000,670-674,16,11286,1,< 1 year
1,1,16000,670,60,small_business,25.76%,NY,MORTGAGE,5000,670-674,14,10881,0,5 years
1,1,7200,670,60,other,15.14%,NJ,RENT,5166.67,670-674,10,14585,3,3 years
1,1,8000,670,36,wedding,2.92%,CT,MORTGAGE,4250,670-674,5,4454,2,10+ years
1,1,10000,670,36,debt_consolidation,8.62%,NJ,MORTGAGE,6458.33,670-674,13,7200,0,9 years
1,1,12000,670,36,credit_card,7.23%,GA,MORTGAGE,3750,670-674,6,13018,3,1 year
1,1,10000,670,36,debt_consolidation,20.89%,TX,RENT,5541.67,670-674,14,10443,1,9 years
1,1,4800,670,36,debt_consolidation,17.98%,UT,MORTGAGE,4500,670-674,9,30895,0,10+ years
1,1,1600,670,36,debt_consolidation,18.99%,WA,MORTGAGE,3459,670-674,9,6281,3,10+ years
1,1,8000,670,36,major_purchase,18.17%,CA,OWN,7500,670-674,13,5987,0,< 1 year
1,1,2500,670,36,debt_consolidation,22.32%,MI,MORTGAGE,3750,670-674,21,4744,9,7 years
1,1,8000,670,36,vacation,4.48%,TX,RENT,6250,670-674,8,14607,0,1 year
1,1,9000,670,36,debt_consolidation,24.06%,AZ,RENT,4500,670-674,10,8533,1,10+ years
1,1,8000,670,36,debt_consolidation,23.37%,OH,OWN,5000,670-674,17,18248,1,10+ years
1,1,15000,670,36,debt_consolidation,22.45%,HI,RENT,3500,670-674,11,9868,0,7 years
1,1,15000,670,36,debt_consolidation,18.24%,GA,MORTGAGE,6000,670-674,16,14513,2,10+ years
1,1,22750,670,60,home_improvement,29.03%,CO,OWN,4333.33,670-674,15,11567,1,1 year
1,1,19075,670,36,debt_consolidation,15.23%,NY,RENT,5166.67,670-674,17,13749,3,10+ years
1,1,9000,670,36,debt_consolidation,6.76%,NY,RENT,3875,670-674,7,7589,0,10+ years
0,1,5000,670,36,other,10.36%,NY,RENT,3416.67,670-674,17,15301,7,1 year
0,1,15300,670,36,debt_consolidation,11.31%,OH,MORTGAGE,6833.33,670-674,11,7106,2,10+ years
0,1,4000,670,36,debt_consolidation,12.20%,WA,MORTGAGE,6666.67,670-674,7,7153,0,5 years
0,1,1000,670,36,debt_consolidation,21.36%,CA,RENT,4666.67,670-674,16,26558,0,10+ years
1,1,8000,675,36,debt_consolidation,24.63%,MA,RENT,2964.17,675-679,9,8928,2,6 years
1,1,8000,675,36,debt_consolidation,15.46%,CA,MORTGAGE,2916.67,675-679,13,7152,1,5 years
1,1,17350,675,36,debt_consolidation,18.52%,NH,OWN,3666.67,675-679,8,18966,2,6 years
1,1,9000,675,36,credit_card,25.22%,CA,RENT,5166.67,675-679,14,5852,1,10+ years
1,1,10000,675,36,debt_consolidation,21.45%,CO,RENT,4583.33,675-679,11,8548,0,6 years
1,1,6000,675,36,debt_consolidation,14.08%,IL,MORTGAGE,2500,675-679,9,3621,3,< 1 year
1,1,10000,675,36,debt_consolidation,11.50%,FL,MORTGAGE,5250,675-679,4,3035,5,2 years
1,1,10000,675,36,small_business,14.76%,NY,RENT,5000,675-679,7,4762,0,4 years
1,1,10800,675,36,debt_consolidation,7.89%,CA,RENT,9583.33,675-679,6,6487,1,< 1 year
1,1,16000,675,36,debt_consolidation,23.51%,OH,MORTGAGE,9333.33,675-679,20,12721,5,10+ years
1,1,24625,675,36,credit_card,12.81%,NY,MORTGAGE,10000,675-679,14,33698,0,8 years
1,1,12000,675,60,small_business,15.24%,OH,MORTGAGE,7500,675-679,14,28589,2,3 years
1,1,15000,675,36,debt_consolidation,24.88%,AZ,RENT,6000,675-679,12,12162,0,1 year
1,1,8000,675,36,home_improvement,7.68%,IL,RENT,25000,675-679,6,28579,1,8 years
1,1,8000,675,36,other,20.35%,NY,RENT,4000,675-679,7,2082,0,4 years
1,1,8000,675,60,other,9.92%,WA,MORTGAGE,5002.33,675-679,7,8421,1,10+ years
1,1,35000,675,36,debt_consolidation,22.74%,CA,RENT,6750,675-679,15,24626,1,10+ years
1,1,28000,675,60,debt_consolidation,10.29%,LA,MORTGAGE,6125,675-679,11,18101,2,5 years
1,1,9200,675,36,debt_consolidation,15.42%,WI,MORTGAGE,12833.33,675-679,12,17391,0,2 years
1,1,8000,675,36,credit_card,10.76%,OK,MORTGAGE,4583.33,675-679,13,4084,3,2 years
1,1,5000,675,36,debt_consolidation,16.97%,WA,MORTGAGE,6800,675-679,16,25524,0,10+ years
1,1,15500,675,36,debt_consolidation,27.60%,VA,OWN,3333.33,675-679,10,8692,0,4 years
1,1,16000,675,36,debt_consolidation,20.15%,NC,RENT,3666.67,675-679,15,6875,0,4 years
1,1,9000,675,36,credit_card,15.88%,NY,RENT,5000,675-679,7,4532,1,10+ years
1,1,7000,675,36,debt_consolidation,21.67%,NJ,RENT,4166.67,675-679,7,60550,3,10+ years
1,1,16000,675,60,credit_card,13.07%,FL,MORTGAGE,4583.33,675-679,7,5729,0,10+ years
1,1,24625,675,60,debt_consolidation,20.96%,NY,RENT,5166.67,675-679,14,20694,0,8 years
1,1,13000,675,36,debt_consolidation,32.64%,PA,MORTGAGE,5000,675-679,8,15208,0,10+ years
1,1,7200,675,36,debt_consolidation,25.32%,FL,MORTGAGE,3333.33,675-679,13,8903,1,6 years
1,1,22000,675,60,debt_consolidation,26.33%,WI,RENT,4166.67,675-679,10,25245,0,5 years
1,1,8700,675,36,home_improvement,5.02%,NY,RENT,14166.67,675-679,11,19036,0,< 1 year
1,1,15000,675,36,debt_consolidation,7.29%,MD,RENT,7916.67,675-679,5,5355,1,6 years
1,1,25000,675,60,debt_consolidation,18.50%,NJ,RENT,8000,675-679,9,19548,0,3 years
1,1,15000,675,36,debt_consolidation,21.04%,TX,MORTGAGE,5319.17,675-679,13,5613,3,2 years
1,1,6000,675,36,debt_consolidation,7.73%,CO,RENT,6250,675-679,6,3507,0,4 years
1,1,10000,675,36,debt_consolidation,20.34%,MI,RENT,5416.67,675-679,9,8066,0,10+ years
1,1,24000,675,60,credit_card,11.77%,NJ,MORTGAGE,7800,675-679,11,20676,3,2 years
1,1,19500,675,36,credit_card,9.79%,MD,RENT,10000,675-679,16,14957,1,2 years
1,1,25000,675,36,home_improvement,4.79%,MD,MORTGAGE,6833.33,675-679,5,8811,0,8 years
1,1,9175,675,36,credit_card,19.43%,IL,MORTGAGE,7083.33,675-679,8,25639,0,8 years
1,1,8000,675,36,debt_consolidation,26.11%,MN,MORTGAGE,4166.67,675-679,15,11500,0,< 1 year
1,1,5500,675,36,debt_consolidation,27.83%,WV,OWN,1541.67,675-679,5,10481,1,n/a
1,1,19600,675,60,small_business,9.76%,CA,RENT,4170,675-679,8,11669,0,4 years
1,1,6000,675,36,credit_card,6.60%,MI,RENT,4166.67,675-679,5,3433,1,2 years
1,1,4200,675,36,home_improvement,4.62%,OH,MORTGAGE,1558.42,675-679,6,2255,1,< 1 year
1,1,7500,675,36,debt_consolidation,17.50%,CA,OWN,5000,675-679,11,16422,0,< 1 year
1,1,21850,675,60,medical,26.95%,IL,MORTGAGE,5833.33,675-679,21,29643,2,3 years
1,1,17625,675,36,credit_card,14.88%,OH,RENT,3333.33,675-679,6,20266,0,2 years
1,1,15000,675,36,debt_consolidation,33.42%,AZ,RENT,4500,675-679,20,13369,0,< 1 year
1,1,11200,675,60,home_improvement,16.47%,VA,MORTGAGE,6750,675-679,15,19051,0,4 years
1,1,10000,675,36,other,17.95%,SC,MORTGAGE,3750,675-679,10,7034,1,6 years
1,1,1700,675,36,car,20.67%,NY,OWN,1200,675-679,10,7382,0,4 years
1,1,18225,675,36,debt_consolidation,23.35%,VA,RENT,3083.33,675-679,6,17128,1,3 years
1,1,6000,675,36,major_purchase,7.40%,PA,MORTGAGE,5000,675-679,6,14045,0,2 years
1,1,6000,675,36,debt_consolidation,19.56%,WA,OWN,1666.67,675-679,7,5291,0,< 1 year
1,1,3250,675,36,debt_consolidation,21.44%,FL,MORTGAGE,5000,675-679,12,20564,0,3 years
1,1,4000,675,60,debt_consolidation,19.15%,MN,RENT,4000,675-679,9,16543,2,6 years
1,1,1875,675,36,credit_card,18.83%,NY,RENT,1200,675-679,8,5342,2,1 year
1,1,2500,675,36,educational,3.78%,MD,MORTGAGE,1930.75,675-679,4,1548,3,2 years
1,1,10050,675,36,debt_consolidation,7.97%,NV,OTHER,7266.67,675-679,8,24281,0,2 years
1,1,9000,675,36,debt_consolidation,23.75%,CA,RENT,5166.67,675-679,7,15149,1,1 year
1,1,5600,675,36,debt_consolidation,25.29%,OH,RENT,3333.33,675-679,8,17471,1,4 years
1,1,7000,675,36,debt_consolidation,11.53%,FL,MORTGAGE,3166.67,675-679,11,6658,2,3 years
1,1,35000,675,60,debt_consolidation,15.95%,OR,MORTGAGE,8333.33,675-679,8,11229,1,10+ years
1,1,21000,675,60,credit_card,25.87%,AK,RENT,9166.67,675-679,25,17811,1,5 years
1,1,11050,675,36,debt_consolidation,15.47%,CA,RENT,5250,675-679,12,27780,1,< 1 year
1,1,18000,675,60,debt_consolidation,16.04%,AZ,MORTGAGE,4666.67,675-679,14,14878,3,10+ years
1,1,12000,675,36,credit_card,9.33%,TX,MORTGAGE,10000,675-679,11,22312,1,10+ years
1,1,10000,675,36,debt_consolidation,16.61%,OH,MORTGAGE,4083.33,675-679,15,6418,2,6 years
1,1,7000,675,36,debt_consolidation,12.49%,MA,RENT,5166.67,675-679,12,10513,0,6 years
1,1,21200,675,36,credit_card,30.62%,CA,RENT,4500,675-679,15,17250,0,10+ years
1,1,20000,675,36,debt_consolidation,17.36%,CA,RENT,8333.33,675-679,9,31870,2,< 1 year
1,1,16550,675,36,debt_consolidation,32.56%,MN,MORTGAGE,4333.33,675-679,15,12163,1,10+ years
1,1,8000,675,36,debt_consolidation,21%,NJ,OWN,3500,675-679,12,7498,0,1 year
1,1,15000,675,36,debt_consolidation,7.68%,VA,RENT,4583,675-679,10,15821,0,2 years
1,1,20000,675,60,debt_consolidation,24.78%,GA,MORTGAGE,5416.67,675-679,12,33166,0,10+ years
1,1,7900,675,36,debt_consolidation,8.40%,CA,RENT,3000,675-679,5,8990,0,2 years
1,1,13600,675,60,credit_card,12.85%,MN,RENT,5651.33,675-679,13,24383,0,10+ years
1,1,5000,675,36,vacation,13.71%,NJ,RENT,8125,675-679,5,29602,0,10+ years
1,1,8100,675,36,debt_consolidation,17.63%,FL,RENT,4600,675-679,9,2963,0,3 years
1,1,5000,675,36,debt_consolidation,11.12%,FL,RENT,2916.67,675-679,5,4114,0,10+ years
1,1,19800,675,60,debt_consolidation,15.03%,IL,MORTGAGE,6666.67,675-679,10,46879,3,6 years
1,1,15000,675,36,other,11.34%,SC,MORTGAGE,8583.33,675-679,6,3844,2,7 years
1,1,7400,675,36,other,20.52%,NY,RENT,4166.25,675-679,17,6653,1,n/a
1,1,9000,675,36,debt_consolidation,18.74%,TX,RENT,5833.33,675-679,13,11637,3,8 years
1,1,5000,675,36,debt_consolidation,17.37%,GA,RENT,1750,675-679,3,10361,0,< 1 year
1,1,4800,675,36,major_purchase,0%,IL,RENT,4583.33,675-679,2,0,0,6 years
1,1,13000,675,36,credit_card,16.09%,CT,RENT,3250,675-679,6,6930,0,2 years
1,1,7125,675,36,debt_consolidation,11.18%,CT,MORTGAGE,5636.75,675-679,14,5383,2,8 years
1,1,35000,675,60,house,14.25%,CA,RENT,20833.33,675-679,12,79792,0,6 years
1,1,16300,675,36,credit_card,24.17%,FL,MORTGAGE,5222,675-679,11,40988,1,10+ years
1,1,9600,675,36,debt_consolidation,12.82%,PA,MORTGAGE,6000,675-679,13,11407,2,10+ years
1,1,10000,675,36,credit_card,18.99%,FL,MORTGAGE,5583.33,675-679,16,12723,1,2 years
1,1,2200,675,36,debt_consolidation,16.20%,CA,RENT,2500,675-679,7,2476,2,2 years
1,1,16800,675,60,debt_consolidation,21.75%,WV,MORTGAGE,6666.67,675-679,14,23740,0,1 year
