,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score
22150,6000,5950.0,0.1,36,major_purchase,8.74%,FL,MORTGAGE,15416.67,715-719,9.0,105730.0,1.0,10+ years,715
104008,17000,16975.0,0.1398,36,debt_consolidation,17.65%,TX,MORTGAGE,9166.67,700-704,14.0,16230.0,4.0,3 years,700
4665,12000,11975.0,0.0894,36,credit_card,18.99%,TX,RENT,4750.0,750-754,13.0,25577.0,1.0,4 years,750
43053,16350,16350.0,0.079,36,credit_card,25.03%,MN,OWN,4541.67,730-734,7.0,25731.0,0.0,9 years,730
59192,20000,20000.0,0.079,36,debt_consolidation,20.04%,TX,MORTGAGE,4625.0,755-759,14.0,31335.0,1.0,10+ years,755
80538,12300,12300.0,0.12119999999999999,36,debt_consolidation,10.01%,CA,RENT,6583.33,690-694,15.0,12450.0,0.0,1 year,690
78519,4800,4800.0,0.1311,36,moving,4.61%,TX,RENT,2666.67,690-694,3.0,7911.0,0.0,< 1 year,690
48236,14500,14500.0,0.079,36,credit_card,11.96%,IL,RENT,4500.0,735-739,8.0,16398.0,0.0,6 years,735
51833,4200,4200.0,0.08900000000000001,36,debt_consolidation,10.43%,CA,MORTGAGE,2254.0,700-704,7.0,4490.0,0.0,n/a,700
69446,22250,22250.0,0.1409,36,credit_card,32.10%,MN,MORTGAGE,6583.33,690-694,18.0,44868.0,0.0,10+ years,690
18161,8000,8000.0,0.1409,36,home_improvement,7.68%,IL,RENT,25000.0,675-679,6.0,28579.0,1.0,8 years,675
78856,8325,8325.0,0.1777,36,debt_consolidation,20.75%,MO,RENT,2000.0,665-669,7.0,7676.0,0.0,< 1 year,665
48412,14000,14000.0,0.1311,36,debt_consolidation,8.12%,CA,OWN,10416.67,730-734,4.0,4776.0,0.0,7 years,730
60192,9000,9000.0,0.1016,36,debt_consolidation,3.98%,MD,MORTGAGE,6000.0,705-709,6.0,5659.0,0.0,7 years,705
97275,16000,16000.0,0.1311,36,credit_card,17.61%,GA,MORTGAGE,6083.33,680-684,13.0,15148.0,0.0,2 years,680
103218,15200,13694.22,0.1114,36,credit_card,14.50%,AZ,MORTGAGE,7916.67,760-764,7.0,217827.0,2.0,6 years,760
39722,24000,24000.0,0.1065,36,debt_consolidation,14.80%,CA,RENT,3750.0,725-729,5.0,24708.0,0.0,10+ years,725
54880,16450,16450.0,0.1531,36,debt_consolidation,11.66%,OH,MORTGAGE,6666.67,685-689,8.0,12697.0,3.0,9 years,685
81508,7500,7500.0,0.12119999999999999,36,home_improvement,26.56%,NH,MORTGAGE,5000.0,710-714,8.0,9047.0,1.0,10+ years,710
98671,4750,4750.0,0.22469999999999998,36,debt_consolidation,24.45%,UT,RENT,1333.33,665-669,9.0,4752.0,2.0,< 1 year,665
80765,6500,6500.0,0.079,36,debt_consolidation,12.56%,AR,RENT,6750.0,720-724,17.0,33229.0,0.0,8 years,720
103835,5500,5450.0,0.1867,60,debt_consolidation,17.71%,NY,RENT,1750.0,660-664,6.0,4492.0,6.0,2 years,660
59041,9600,9600.0,0.0603,36,home_improvement,7.52%,AL,MORTGAGE,6250.0,750-754,7.0,765.0,0.0,< 1 year,750
62747,12000,11975.0,0.12119999999999999,36,major_purchase,31.34%,NY,OWN,4166.67,710-714,21.0,28703.0,2.0,3 years,710
34051,2000,2000.0,0.0751,36,other,16.73%,CA,RENT,1500.0,730-734,5.0,2925.0,0.0,4 years,730
99360,18000,18000.0,0.2489,60,moving,14.88%,VT,RENT,4000.0,665-669,10.0,7377.0,3.0,8 years,665
79126,5825,5825.0,0.12119999999999999,36,home_improvement,4%,AR,OWN,3750.0,690-694,4.0,5643.0,0.0,1 year,690
103249,2500,2500.0,0.1531,36,home_improvement,22.81%,VA,RENT,2530.0,670-674,7.0,5276.0,6.0,< 1 year,670
43700,7200,7200.0,0.1991,60,other,2%,NY,RENT,5500.0,660-664,13.0,2130.0,0.0,9 years,660
83155,8000,8000.0,0.1433,36,other,11.85%,MD,RENT,3941.58,670-674,15.0,9660.0,0.0,2 years,670
16446,25000,24675.0,0.2077,60,home_improvement,19.12%,TX,MORTGAGE,6000.0,665-669,17.0,12757.0,2.0,10+ years,665
84110,2500,2500.0,0.1409,36,medical,20.95%,NY,RENT,2666.67,665-669,9.0,15787.0,0.0,n/a,665
2807,20000,2050.0,0.1284,36,home_improvement,1.49%,MI,MORTGAGE,3500.0,750-754,6.0,1954.0,5.0,2 years,750
94386,6250,6250.0,0.1311,36,debt_consolidation,28.61%,CT,RENT,1779.17,720-724,19.0,7455.0,1.0,3 years,720
49074,12375,12375.0,0.1367,36,debt_consolidation,22.42%,KS,MORTGAGE,2083.33,680-684,8.0,12226.0,0.0,3 years,680
88558,18000,18000.0,0.1016,36,debt_consolidation,16.71%,NY,MORTGAGE,6666.67,685-689,16.0,19850.0,1.0,6 years,685
31714,3300,3300.0,0.0699,36,other,20.04%,IL,RENT,3333.33,760-764,10.0,0.0,2.0,1 year,760
68991,21000,21000.0,0.18489999999999998,60,other,16.40%,TX,MORTGAGE,8833.33,700-704,11.0,29293.0,0.0,1 year,700
75034,24575,24575.0,0.1629,36,debt_consolidation,19.60%,GA,MORTGAGE,5250.0,695-699,8.0,20858.0,2.0,10+ years,695
4532,5000,4900.0,0.0774,36,other,14.40%,OH,RENT,5166.67,750-754,8.0,15489.0,1.0,10+ years,750
67649,20000,20000.0,0.1629,36,debt_consolidation,23.59%,MI,MORTGAGE,5833.33,680-684,14.0,12696.0,1.0,< 1 year,680
34983,13250,13250.0,0.0662,36,debt_consolidation,28.64%,IL,MORTGAGE,5750.0,750-754,12.0,7174.0,3.0,8 years,750
4168,10000,9975.0,0.0859,36,major_purchase,2.85%,PA,MORTGAGE,10167.0,790-794,9.0,16.0,3.0,10+ years,790
13020,20000,19950.0,0.1075,36,debt_consolidation,11.37%,NY,RENT,8416.67,740-744,10.0,12283.0,0.0,3 years,740
28402,10000,10000.0,0.0849,36,debt_consolidation,13.58%,FL,MORTGAGE,4166.67,715-719,8.0,8455.0,0.0,10+ years,715
82112,12000,12000.0,0.12119999999999999,36,debt_consolidation,14.66%,FL,MORTGAGE,5000.0,710-714,11.0,13235.0,2.0,2 years,710
74368,8000,7950.0,0.079,36,home_improvement,12.54%,IL,MORTGAGE,3500.0,725-729,8.0,6834.0,2.0,5 years,725
5838,11000,10950.0,0.0894,36,credit_card,22.38%,AK,MORTGAGE,4200.0,760-764,6.0,8694.0,4.0,7 years,760
24085,12500,12425.0,0.07490000000000001,36,debt_consolidation,14.07%,MD,RENT,8237.5,730-734,15.0,13261.0,0.0,6 years,730
102519,7500,0.0,0.1103,36,credit_card,11.41%,AL,MORTGAGE,3750.0,685-689,15.0,5148.0,7.0,6 years,685
85220,4825,4825.0,0.1016,36,debt_consolidation,14.89%,UT,RENT,2400.0,705-709,14.0,6109.0,1.0,1 year,705
29422,7550,7550.0,0.1689,36,other,21.94%,AL,RENT,2880.0,670-674,2.0,1989.0,1.0,8 years,670
12751,8000,7827.03,0.1435,36,other,20.35%,NY,RENT,4000.0,675-679,7.0,2082.0,0.0,4 years,675
96028,6000,6000.0,0.1409,36,debt_consolidation,15.72%,KS,RENT,5083.33,670-674,11.0,10373.0,0.0,4 years,670
104202,8000,8000.0,0.1557,60,major_purchase,2.38%,IL,RENT,5291.67,700-704,4.0,1252.0,6.0,5 years,700
10096,3000,3000.0,0.1459,36,debt_consolidation,24.20%,IL,MORTGAGE,5000.0,665-669,6.0,5527.0,1.0,5 years,665
51445,8000,7997.79,0.1629,36,debt_consolidation,15.76%,NY,RENT,3750.0,665-669,8.0,7374.0,1.0,6 years,665
30184,8400,8400.0,0.0599,36,credit_card,8.70%,TX,OWN,3000.0,750-754,6.0,6215.0,0.0,2 years,750
48402,35000,35000.0,0.1465,36,medical,12.20%,MA,MORTGAGE,14166.67,720-724,7.0,103354.0,0.0,8 years,720
50781,15000,15000.0,0.079,36,credit_card,21.54%,NY,OWN,5000.0,730-734,8.0,21555.0,0.0,2 years,730
8378,7500,7475.0,0.1099,36,home_improvement,7.51%,TX,MORTGAGE,7083.33,800-804,9.0,2245.0,7.0,8 years,800
16672,24000,23665.54,0.0962,60,debt_consolidation,17.41%,DC,RENT,7695.08,805-809,6.0,1502.0,0.0,9 years,805
56643,21000,20975.0,0.205,60,debt_consolidation,18.42%,NY,MORTGAGE,8083.33,680-684,11.0,31080.0,2.0,5 years,680
65889,6000,6000.0,0.0762,36,debt_consolidation,9.33%,CA,RENT,8315.67,730-734,8.0,6239.0,0.0,2 years,730
18439,4500,4500.0,0.0691,36,major_purchase,0.58%,MD,MORTGAGE,65000.0,725-729,7.0,3015.0,4.0,7 years,725
79217,29000,29000.0,0.1777,36,debt_consolidation,15.70%,MA,RENT,7666.67,695-699,11.0,23319.0,0.0,2 years,695
83672,20000,20000.0,0.1531,36,debt_consolidation,27.35%,CA,RENT,5250.0,690-694,11.0,11343.0,1.0,6 years,690
97016,7000,7000.0,0.1016,36,debt_consolidation,10.76%,IL,MORTGAGE,4341.67,695-699,11.0,13638.0,0.0,7 years,695
16867,5000,4950.0,0.1036,36,other,0.51%,NJ,RENT,2916.67,715-719,2.0,165.0,2.0,3 years,715
73664,6000,6000.0,0.1727,36,debt_consolidation,6.91%,IL,MORTGAGE,4025.67,665-669,6.0,6652.0,2.0,5 years,665
42222,10000,10000.0,0.1527,36,wedding,4.02%,IL,RENT,4480.0,670-674,9.0,7614.0,2.0,1 year,670
24026,3200,3200.0,0.17489999999999997,36,other,1.37%,AR,RENT,2917.0,665-669,4.0,1427.0,1.0,< 1 year,665
68139,23000,23000.0,0.1777,36,debt_consolidation,25.84%,MD,MORTGAGE,6625.0,685-689,17.0,19870.0,1.0,3 years,685
101715,5000,1750.04,0.11539999999999999,36,other,10.36%,NY,RENT,3416.67,670-674,17.0,15301.0,7.0,1 year,670
32974,3000,3000.0,0.12689999999999999,36,debt_consolidation,3.12%,CA,RENT,2083.33,715-719,3.0,844.0,0.0,3 years,715
19091,12000,11975.0,0.1074,60,debt_consolidation,17.63%,VA,RENT,3500.0,715-719,11.0,18808.0,0.0,5 years,715
57072,20000,19975.0,0.1399,60,debt_consolidation,31.20%,NY,RENT,4166.67,720-724,9.0,8810.0,0.0,6 years,720
82788,1200,1200.0,0.158,36,debt_consolidation,27.14%,MI,RENT,2166.67,665-669,9.0,9076.0,1.0,3 years,665
33093,8000,8000.0,0.0662,36,credit_card,4.90%,FL,MORTGAGE,3000.0,780-784,5.0,6084.0,1.0,n/a,780
28534,10000,9975.0,0.1649,60,credit_card,17.70%,IL,MORTGAGE,5416.67,705-709,10.0,41329.0,0.0,10+ years,705
22444,11000,11000.0,0.1306,36,other,22.42%,NC,MORTGAGE,7916.67,690-694,9.0,34314.0,1.0,< 1 year,690
95117,18000,18000.0,0.1629,36,credit_card,17.62%,CA,MORTGAGE,5250.0,670-674,11.0,9379.0,1.0,5 years,670
30817,24000,23975.0,0.17489999999999997,60,small_business,8.96%,OR,RENT,5000.0,705-709,4.0,323.0,1.0,10+ years,705
84180,8000,7925.0,0.1875,60,other,9.92%,WA,MORTGAGE,5002.33,675-679,7.0,8421.0,1.0,10+ years,675
35299,6000,6000.0,0.11710000000000001,36,other,21.45%,MI,RENT,3100.0,685-689,18.0,10426.0,0.0,2 years,685
99867,35000,34950.0,0.1727,36,debt_consolidation,22.74%,CA,RENT,6750.0,675-679,15.0,24626.0,1.0,10+ years,675
16487,1000,750.0,0.1036,36,renewable_energy,0%,GA,MORTGAGE,1800.0,730-734,2.0,0.0,1.0,< 1 year,730
84283,10000,10000.0,0.1531,36,credit_card,27.71%,CA,RENT,3750.0,680-684,19.0,19385.0,1.0,3 years,680
83786,6000,6000.0,0.158,36,medical,7.94%,NY,RENT,5000.0,670-674,7.0,14784.0,1.0,10+ years,670
85172,4000,4000.0,0.0603,36,car,13.03%,CA,RENT,2916.67,750-754,7.0,2860.0,0.0,5 years,750
41190,20000,20000.0,0.11710000000000001,60,debt_consolidation,10.98%,IL,MORTGAGE,5416.67,745-749,10.0,20836.0,0.0,10+ years,745
102580,3500,690.34,0.1412,36,medical,10.19%,IA,OTHER,3750.0,655-659,8.0,9771.0,4.0,10+ years,655
57127,24000,24000.0,0.1999,60,debt_consolidation,3.48%,AZ,RENT,8333.33,690-694,8.0,8224.0,1.0,5 years,690
70843,8000,8000.0,0.1409,36,debt_consolidation,14.31%,CA,RENT,3500.0,690-694,7.0,5074.0,2.0,4 years,690
73060,12000,12000.0,0.0662,36,credit_card,13.88%,MA,MORTGAGE,7125.0,775-779,15.0,20639.0,1.0,5 years,775
88845,17600,17600.0,0.08900000000000001,36,debt_consolidation,16.58%,CO,MORTGAGE,4166.67,750-754,8.0,235.0,1.0,8 years,750
1031,5000,512.46,0.1292,36,debt_consolidation,16.29%,CA,RENT,3333.0,665-669,11.0,14244.0,2.0,2 years,665
14556,8000,8000.0,0.1867,60,educational,5.56%,CA,RENT,2500.0,660-664,5.0,5770.0,2.0,6 years,660
8549,10000,9850.0,0.09880000000000001,36,debt_consolidation,17.04%,KY,MORTGAGE,4500.0,730-734,8.0,6948.0,2.0,4 years,730
61042,16800,16800.0,0.0662,36,debt_consolidation,3.87%,SC,OWN,16083.33,800-804,5.0,13470.0,1.0,8 years,800
13096,6500,6450.0,0.1038,60,home_improvement,6.86%,KY,MORTGAGE,2738.67,755-759,10.0,2345.0,1.0,8 years,755
70987,35000,35000.0,0.079,36,home_improvement,20.70%,TX,MORTGAGE,12083.33,790-794,10.0,28864.0,0.0,10+ years,790
70752,9950,9950.0,0.1433,36,debt_consolidation,4.19%,NJ,MORTGAGE,4800.0,685-689,9.0,5038.0,1.0,5 years,685
35935,5000,5000.0,0.09910000000000001,36,debt_consolidation,28.77%,OH,RENT,3166.67,750-754,3.0,0.0,1.0,n/a,750
68413,10000,10000.0,0.1905,60,debt_consolidation,28.39%,FL,RENT,3726.67,695-699,23.0,10067.0,2.0,5 years,695
74613,6000,6000.0,0.1311,36,debt_consolidation,19.97%,PA,MORTGAGE,5833.33,685-689,6.0,5523.0,1.0,1 year,685
82673,35000,35000.0,0.079,36,debt_consolidation,20.27%,VA,MORTGAGE,12083.33,770-774,15.0,35242.0,0.0,10+ years,770
56341,5600,5600.0,0.079,36,debt_consolidation,16.54%,FL,RENT,1916.67,705-709,8.0,3373.0,0.0,5 years,705
32601,17000,17000.0,0.079,36,small_business,6.43%,NJ,RENT,6250.0,795-799,4.0,1352.0,3.0,6 years,795
25674,15000,15000.0,0.12990000000000002,60,debt_consolidation,17.45%,NY,RENT,5666.67,715-719,13.0,10855.0,0.0,3 years,715
73376,3000,3000.0,0.1114,36,small_business,1.70%,NY,MORTGAGE,7750.0,685-689,7.0,874.0,0.0,10+ years,685
89741,12000,12000.0,0.1777,36,credit_card,9.86%,MA,RENT,3083.33,665-669,10.0,4390.0,0.0,4 years,665
33667,25000,25000.0,0.1427,36,debt_consolidation,14.59%,MA,MORTGAGE,9000.0,705-709,11.0,22364.0,3.0,7 years,705
88438,31075,31050.0,0.20489999999999997,36,credit_card,26.18%,MA,OWN,6000.0,660-664,20.0,27221.0,2.0,10+ years,660
77788,4750,4750.0,0.1433,60,debt_consolidation,23.48%,SC,RENT,1500.0,740-744,11.0,1687.0,3.0,< 1 year,740
40131,6400,6375.0,0.11710000000000001,36,credit_card,14.88%,VA,RENT,4166.67,680-684,7.0,15055.0,0.0,1 year,680
36163,25000,25000.0,0.09910000000000001,36,debt_consolidation,15.38%,FL,RENT,5500.0,730-734,9.0,11395.0,0.0,3 years,730
52543,5000,4975.0,0.0603,36,major_purchase,6.43%,PA,MORTGAGE,12083.33,785-789,10.0,792.0,0.0,5 years,785
27201,12000,12000.0,0.1199,60,home_improvement,4.30%,GA,MORTGAGE,3583.33,755-759,5.0,3942.0,2.0,2 years,755
60064,20000,20000.0,0.1972,36,debt_consolidation,13.74%,VA,MORTGAGE,7965.0,665-669,18.0,18809.0,1.0,7 years,665
39439,10000,10000.0,0.15960000000000002,36,debt_consolidation,13.09%,CA,RENT,4416.67,665-669,9.0,23870.0,1.0,10+ years,665
98321,9750,9750.0,0.20489999999999997,36,other,10.55%,WA,RENT,3033.33,660-664,13.0,8688.0,1.0,4 years,660
61683,10000,10000.0,0.1409,36,debt_consolidation,15.02%,RI,MORTGAGE,6000.0,685-689,13.0,8178.0,0.0,8 years,685
101987,3000,2057.84,0.10460000000000001,36,small_business,4.34%,IL,OWN,4350.0,680-684,3.0,8414.0,4.0,10+ years,680
81939,25000,25000.0,0.1972,60,debt_consolidation,1.31%,MN,MORTGAGE,5666.67,700-704,6.0,92.0,0.0,10+ years,700
9885,5000,5000.0,0.1422,36,other,18.73%,CA,MORTGAGE,8583.0,670-674,9.0,8097.0,1.0,1 year,670
19235,6500,6500.0,0.0579,36,credit_card,22.84%,TX,MORTGAGE,6400.0,730-734,11.0,7435.0,0.0,8 years,730
73893,8325,8325.0,0.1531,36,debt_consolidation,15.22%,NY,RENT,2916.67,670-674,13.0,7171.0,0.0,4 years,670
65788,20000,20000.0,0.1531,60,small_business,13.94%,FL,MORTGAGE,8333.33,710-714,15.0,22246.0,0.0,10+ years,710
70001,12000,12000.0,0.12119999999999999,36,credit_card,20.32%,AL,MORTGAGE,5166.67,710-714,9.0,10054.0,1.0,4 years,710
14243,9500,9475.0,0.1038,60,small_business,13.64%,NM,MORTGAGE,5000.0,755-759,10.0,46358.0,0.0,10+ years,755
16597,12000,11862.38,0.0579,60,debt_consolidation,22.13%,WI,MORTGAGE,4166.67,780-784,12.0,14464.0,1.0,10+ years,780
14355,7200,7200.0,0.1149,60,debt_consolidation,16.78%,CA,RENT,2944.0,715-719,11.0,5459.0,0.0,6 years,715
85461,8500,8500.0,0.1016,36,credit_card,11.23%,NV,MORTGAGE,6091.83,710-714,18.0,10568.0,0.0,3 years,710
76503,17475,17475.0,0.1905,60,debt_consolidation,22.95%,IL,MORTGAGE,4583.33,685-689,13.0,15852.0,3.0,10+ years,685
71743,10000,10000.0,0.12119999999999999,36,home_improvement,13.49%,TX,MORTGAGE,3113.83,690-694,9.0,6634.0,0.0,4 years,690
66429,18000,17975.0,0.22469999999999998,60,house,1.92%,FL,RENT,4583.33,660-664,6.0,4243.0,3.0,7 years,660
18916,4800,4775.0,0.0542,36,medical,20.17%,NH,MORTGAGE,7466.83,785-789,19.0,13461.0,2.0,4 years,785
40840,5000,5000.0,0.079,36,wedding,16.44%,NC,MORTGAGE,2298.75,720-724,10.0,12346.0,0.0,10+ years,720
49985,20000,19925.0,0.12119999999999999,36,credit_card,10.32%,TX,RENT,3750.0,720-724,6.0,15762.0,0.0,2 years,720
91018,12300,12300.0,0.1531,36,debt_consolidation,19.26%,OH,MORTGAGE,5000.0,710-714,13.0,4460.0,2.0,10+ years,710
46016,28000,27950.0,0.2278,60,debt_consolidation,10.29%,LA,MORTGAGE,6125.0,675-679,11.0,18101.0,2.0,5 years,675
20772,1675,1675.0,0.11109999999999999,36,debt_consolidation,4.81%,CA,RENT,2080.0,690-694,4.0,1466.0,0.0,3 years,690
7006,7500,7500.0,0.1704,36,car,4.92%,CA,RENT,4000.0,685-689,3.0,8398.0,0.0,7 years,685
17832,9200,9200.0,0.1261,36,debt_consolidation,15.42%,WI,MORTGAGE,12833.33,675-679,12.0,17391.0,0.0,2 years,675
82746,8000,8000.0,0.158,36,credit_card,10.76%,OK,MORTGAGE,4583.33,675-679,13.0,4084.0,3.0,2 years,675
28147,5000,5000.0,0.1099,36,moving,23.25%,NJ,RENT,2000.0,690-694,8.0,8339.0,0.0,< 1 year,690
46059,19125,19125.0,0.1825,60,other,15.69%,CA,OWN,3333.33,690-694,8.0,7858.0,0.0,5 years,690
29858,5075,5050.0,0.0599,36,debt_consolidation,20.10%,PA,MORTGAGE,5000.0,790-794,9.0,269.0,3.0,3 years,790
18553,7000,6975.0,0.0962,36,debt_consolidation,22.69%,IL,MORTGAGE,3275.0,710-714,8.0,14075.0,1.0,9 years,710
72582,5000,5000.0,0.12119999999999999,36,debt_consolidation,16.97%,WA,MORTGAGE,6800.0,675-679,16.0,25524.0,0.0,10+ years,675
30718,35000,33500.0,0.1349,60,small_business,10.63%,AZ,MORTGAGE,15583.33,760-764,10.0,9.0,1.0,6 years,760
50460,2225,2225.0,0.1465,36,credit_card,24.09%,WV,MORTGAGE,3250.0,670-674,9.0,26854.0,1.0,n/a,670
66149,4000,4000.0,0.1016,36,major_purchase,4.58%,IL,RENT,3168.0,715-719,5.0,6916.0,2.0,< 1 year,715
41523,16000,16000.0,0.079,36,debt_consolidation,2.23%,CA,MORTGAGE,7083.33,740-744,11.0,3076.0,0.0,5 years,740
76858,15500,15500.0,0.1777,36,debt_consolidation,27.60%,VA,OWN,3333.33,675-679,10.0,8692.0,0.0,4 years,675
91738,16000,16000.0,0.1311,60,debt_consolidation,14.88%,OK,MORTGAGE,7916.67,695-699,9.0,22918.0,2.0,10+ years,695
21508,9000,9000.0,0.1306,60,debt_consolidation,5.74%,CA,RENT,3678.08,710-714,8.0,7556.0,2.0,4 years,710
29999,20000,18275.0,0.1649,60,wedding,24.58%,TX,MORTGAGE,6000.0,710-714,14.0,12231.0,3.0,3 years,710
17924,20000,19900.0,0.18170000000000003,60,credit_card,9.72%,CA,MORTGAGE,10000.0,685-689,8.0,106527.0,0.0,10+ years,685
46748,30000,30000.0,0.2278,60,debt_consolidation,24.71%,CA,RENT,6041.67,690-694,12.0,39144.0,0.0,1 year,690
25426,10000,10000.0,0.1059,36,debt_consolidation,7.43%,CA,RENT,3833.33,735-739,3.0,10187.0,0.0,10+ years,735
76810,14000,14000.0,0.1905,36,credit_card,31.02%,IL,MORTGAGE,5000.0,660-664,15.0,12728.0,3.0,7 years,660
101596,5000,4525.0,0.07429999999999999,36,other,1%,NY,NONE,,800-804,,,,< 1 year,800
76324,18000,18000.0,0.1531,60,other,22.93%,FL,RENT,5734.08,710-714,13.0,2819.0,0.0,4 years,710
48235,10000,10000.0,0.0662,36,debt_consolidation,19.05%,WA,MORTGAGE,5208.33,740-744,8.0,28302.0,0.0,10+ years,740
50533,25975,25975.0,0.1311,60,house,15.51%,WA,MORTGAGE,4583.33,735-739,6.0,3607.0,0.0,9 years,735
79478,10350,10350.0,0.1409,36,car,20.46%,NY,RENT,3333.33,690-694,10.0,10841.0,1.0,1 year,690
88920,10850,10850.0,0.1777,36,debt_consolidation,33.90%,PA,OWN,2708.33,660-664,7.0,9577.0,0.0,8 years,660
28663,4075,4075.0,0.0542,36,home_improvement,23.41%,NC,MORTGAGE,3750.0,770-774,6.0,34103.0,1.0,6 years,770
10761,14500,10168.89,0.1075,60,credit_card,14.26%,CA,MORTGAGE,3584.62,755-759,6.0,18555.0,0.0,10+ years,755
71249,12000,12000.0,0.1016,36,debt_consolidation,27.48%,VA,MORTGAGE,5000.0,710-714,12.0,10490.0,0.0,7 years,710
97462,1000,1000.0,0.22949999999999998,36,other,19.78%,NY,RENT,884.9,665-669,4.0,5561.0,0.0,n/a,665
101208,5900,5900.0,0.1311,36,debt_consolidation,14.19%,FL,MORTGAGE,3010.0,700-704,8.0,5921.0,0.0,10+ years,700
74097,9950,9925.0,0.1311,36,debt_consolidation,24.21%,MI,MORTGAGE,2500.0,705-709,17.0,16618.0,1.0,10+ years,705
81822,7200,7200.0,0.0603,36,debt_consolidation,17.27%,NY,MORTGAGE,3416.67,790-794,14.0,4838.0,0.0,10+ years,790
38540,14750,14750.0,0.1677,60,debt_consolidation,17.32%,NM,MORTGAGE,2500.0,685-689,8.0,11003.0,1.0,8 years,685
103250,5000,4975.0,0.16699999999999998,36,other,2.67%,FL,RENT,3000.0,690-694,4.0,2474.0,8.0,1 year,690
20785,20000,20000.0,0.1491,36,debt_consolidation,19.43%,VA,MORTGAGE,6250.0,715-719,12.0,14308.0,1.0,5 years,715
32636,18400,18375.0,0.1942,60,debt_consolidation,22.53%,VA,MORTGAGE,7400.0,705-709,14.0,10439.0,2.0,10+ years,705
2834,7200,4167.97,0.1411,36,other,13.62%,PA,OWN,3583.0,700-704,3.0,1621.0,1.0,1 year,700
45427,18000,17994.17,0.1399,60,debt_consolidation,2.13%,PA,MORTGAGE,4364.58,725-729,9.0,1721.0,3.0,3 years,725
83841,8000,8000.0,0.12119999999999999,36,debt_consolidation,24.98%,MA,RENT,3166.67,690-694,10.0,5428.0,0.0,10+ years,690
38903,4000,4000.0,0.08900000000000001,36,small_business,13.16%,CA,MORTGAGE,5166.67,720-724,9.0,7171.0,2.0,3 years,720
90332,6000,6000.0,0.1311,36,debt_consolidation,18.10%,NY,RENT,3750.0,690-694,18.0,14468.0,3.0,7 years,690
8382,6250,6100.0,0.1025,36,debt_consolidation,18.04%,FL,MORTGAGE,2400.0,720-724,5.0,14863.0,0.0,10+ years,720
77035,5375,5375.0,0.1409,36,car,15.05%,TX,MORTGAGE,5416.67,685-689,13.0,4087.0,2.0,1 year,685
100469,8875,8875.0,0.1531,36,debt_consolidation,14.90%,SC,RENT,2302.0,665-669,8.0,10008.0,0.0,n/a,665
39792,7000,7000.0,0.1065,36,debt_consolidation,7.38%,CA,RENT,3333.33,700-704,7.0,12168.0,0.0,< 1 year,700
80904,12000,12000.0,0.1531,36,debt_consolidation,21.83%,VA,RENT,6416.67,680-684,20.0,11583.0,2.0,2 years,680
60688,21250,21250.0,0.1875,36,credit_card,26.53%,LA,OWN,4500.0,670-674,15.0,25287.0,2.0,10+ years,670
68301,3600,3600.0,0.1972,60,car,22.22%,KS,MORTGAGE,3200.0,680-684,13.0,11702.0,0.0,< 1 year,680
82419,12000,12000.0,0.1433,36,debt_consolidation,28.20%,KY,MORTGAGE,3333.33,670-674,11.0,10727.0,0.0,10+ years,670
71540,10050,10050.0,0.1433,36,credit_card,16.48%,CA,RENT,2500.0,690-694,7.0,13337.0,2.0,< 1 year,690
67109,4025,4025.0,0.08900000000000001,36,credit_card,15.32%,CA,MORTGAGE,5000.0,700-704,12.0,15943.0,0.0,8 years,700
48352,5000,5000.0,0.0662,36,debt_consolidation,1.20%,GA,RENT,5000.0,780-784,8.0,531.0,1.0,2 years,780
36706,16500,16400.0,0.11710000000000001,60,small_business,12.07%,OH,MORTGAGE,2750.0,775-779,11.0,2316.0,1.0,4 years,775
22993,10000,10000.0,0.0729,36,home_improvement,7.94%,CA,MORTGAGE,5833.33,735-739,12.0,3181.0,0.0,8 years,735
102441,7500,-0.01,0.1229,36,educational,21.34%,CA,MORTGAGE,8750.0,685-689,14.0,20947.0,7.0,5 years,685
50602,10000,10000.0,0.0603,36,debt_consolidation,24.66%,OH,MORTGAGE,2940.25,755-759,8.0,5904.0,0.0,10+ years,755
52285,10000,10000.0,0.08900000000000001,36,credit_card,22.66%,MN,RENT,2083.33,715-719,8.0,12724.0,0.0,9 years,715
77559,18000,18000.0,0.079,36,credit_card,18.36%,GA,RENT,5833.33,730-734,16.0,12522.0,0.0,< 1 year,730
98980,7000,7000.0,0.1629,36,credit_card,24.93%,TX,MORTGAGE,3833.33,680-684,20.0,18792.0,3.0,3 years,680
92488,22000,21975.0,0.22469999999999998,60,debt_consolidation,33.93%,WV,MORTGAGE,5083.33,670-674,14.0,31152.0,2.0,10+ years,670
53808,6000,6000.0,0.1311,36,debt_consolidation,12.40%,WA,RENT,1000.0,685-689,18.0,3622.0,2.0,1 year,685
32517,5600,5600.0,0.0662,36,wedding,7.23%,NC,MORTGAGE,5833.33,750-754,8.0,8125.0,1.0,2 years,750
